ID;Betalingsplichtigen;Perioden;TotaalMilieubelastingenEnHeffingen_1;TotaleOpbrengstMilieubelastingen_2;TotaalBelastingenOpMilieugrondslag_3;Afvalstoffenbelasting_4;Brandstoffenbelasting_5;Energiebelasting_6;Emissierechten_7;LeidingwaterEnGrondwaterbelasting_8;Verpakkingenbelasting_9;Vliegbelasting_10;TotaalBelastingenMBTMobiliteit_11;AccijnsOpBenzineEnOvMineraleOlien_12;BelastPersonenautoSEnMotorrijwielen_13;Motorrijtuigenbelasting_14;Mineralenheffingen_15;TotaleOpbrengstMilieuheffingen_16;AfvalstoffenheffingEnReinigingsrechten_17;GeluidsheffingBurgerluchtvaart_18;GrondwaterheffingEnNazorgheffing_19;RioolheffingEnRioolrechten_20;Waterverontreinigingsheffing_21
1338;M-N Zakelijke dienstverlening;2017;2133.0;2065.0;133.0;7.0;0.0;120.0;0.0;6.0;0.0;;1932.0;411.0;984.0;537.0;;68.0;30.0;;0.0;19.0;19.0
1339;M-N Zakelijke dienstverlening;2018;2424.0;2351.0;148.0;7.0;0.0;136.0;0.0;5.0;0.0;;2203.0;432.0;1231.0;540.0;;73.0;33.0;;0.0;19.0;21.0
1340;M-N Zakelijke dienstverlening;2019;2632.0;2559.0;184.0;20.0;0.0;158.0;0.0;6.0;0.0;;2375.0;475.0;1334.0;566.0;;73.0;34.0;;0.0;18.0;21.0
1341;M-N Zakelijke dienstverlening;2020;2080.0;2004.0;230.0;24.0;0.0;198.0;0.0;8.0;0.0;;1774.0;410.0;769.0;595.0;;76.0;39.0;;0.0;17.0;20.0
1342;M-N Zakelijke dienstverlening;2021;2165.0;2070.0;263.0;22.0;0.0;224.0;0.0;8.0;0.0;9.0;1807.0;445.0;729.0;633.0;;95.0;47.0;;0.0;20.0;28.0
1343;M-N Zakelijke dienstverlening;2022;2178.0;2091.0;321.0;22.0;0.0;264.0;3.0;11.0;0.0;21.0;1770.0;413.0;720.0;637.0;;87.0;44.0;;0.0;17.0;26.0
1344;M Specialistische zakelijke diensten;1995;177.0;156.0;25.0;14.0;10.0;0.0;0.0;1.0;;;131.0;70.0;48.0;13.0;;21.0;7.0;;0.0;3.0;11.0
1345;M Specialistische zakelijke diensten;1996;195.0;175.0;28.0;13.0;11.0;3.0;0.0;1.0;;;147.0;72.0;60.0;15.0;;20.0;7.0;;0.0;2.0;11.0
1346;M Specialistische zakelijke diensten;1997;197.0;171.0;23.0;8.0;11.0;4.0;0.0;0.0;;;148.0;82.0;60.0;6.0;;26.0;12.0;;0.0;2.0;12.0
1347;M Specialistische zakelijke diensten;1998;201.0;175.0;15.0;0.0;10.0;4.0;0.0;1.0;;;160.0;85.0;71.0;4.0;;26.0;12.0;;0.0;2.0;11.0
1348;M Specialistische zakelijke diensten;1999;213.0;187.0;23.0;8.0;10.0;4.0;0.0;1.0;;;164.0;87.0;70.0;7.0;;26.0;12.0;;0.0;3.0;11.0
1349;M Specialistische zakelijke diensten;2000;201.0;175.0;26.0;10.0;9.0;6.0;0.0;1.0;;;149.0;103.0;39.0;7.0;;26.0;12.0;;0.0;3.0;12.0
1350;M Specialistische zakelijke diensten;2001;258.0;229.0;55.0;15.0;5.0;35.0;0.0;0.0;;;174.0;107.0;60.0;7.0;;29.0;14.0;;0.0;3.0;12.0
1351;M Specialistische zakelijke diensten;2002;236.0;208.0;37.0;10.0;5.0;22.0;0.0;0.0;;;171.0;112.0;52.0;7.0;;28.0;13.0;;0.0;3.0;12.0
1352;M Specialistische zakelijke diensten;2003;241.0;210.0;35.0;9.0;3.0;23.0;0.0;0.0;;;175.0;118.0;51.0;6.0;;31.0;14.0;;0.0;5.0;12.0
1353;M Specialistische zakelijke diensten;2004;258.0;230.0;53.0;10.0;0.0;43.0;0.0;0.0;;;177.0;121.0;50.0;6.0;;28.0;13.0;;0.0;3.0;12.0
1354;M Specialistische zakelijke diensten;2005;288.0;260.0;62.0;1.0;0.0;61.0;0.0;0.0;;;198.0;122.0;64.0;12.0;;28.0;13.0;;0.0;3.0;12.0
1355;M Specialistische zakelijke diensten;2006;318.0;287.0;89.0;15.0;0.0;74.0;0.0;0.0;;;198.0;124.0;62.0;12.0;;31.0;14.0;;0.0;5.0;12.0
1356;M Specialistische zakelijke diensten;2007;310.0;279.0;67.0;19.0;0.0;48.0;0.0;0.0;;;212.0;117.0;79.0;16.0;;31.0;14.0;;0.0;5.0;12.0
1357;M Specialistische zakelijke diensten;2008;340.0;308.0;83.0;15.0;0.0;67.0;0.0;0.0;0.0;1.0;225.0;137.0;72.0;16.0;;32.0;14.0;;0.0;5.0;13.0
1358;M Specialistische zakelijke diensten;2009;307.0;276.0;81.0;1.0;0.0;79.0;0.0;0.0;0.0;1.0;195.0;140.0;30.0;25.0;;31.0;14.0;;0.0;5.0;12.0
1359;M Specialistische zakelijke diensten;2010;294.0;262.0;80.0;6.0;0.0;72.0;0.0;2.0;0.0;;182.0;142.0;19.0;21.0;;32.0;15.0;;0.0;5.0;12.0
1360;M Specialistische zakelijke diensten;2011;314.0;283.0;76.0;0.0;0.0;73.0;0.0;3.0;0.0;;207.0;144.0;32.0;31.0;;31.0;15.0;;0.0;5.0;11.0
1361;M Specialistische zakelijke diensten;2012;305.0;272.0;68.0;0.0;0.0;67.0;0.0;1.0;0.0;;204.0;145.0;28.0;31.0;;33.0;15.0;;0.0;7.0;11.0
1362;M Specialistische zakelijke diensten;2013;342.0;309.0;73.0;0.0;0.0;73.0;0.0;0.0;0.0;;236.0;134.0;72.0;30.0;;33.0;15.0;;0.0;8.0;10.0
1363;M Specialistische zakelijke diensten;2014;318.0;285.0;78.0;0.0;0.0;74.0;0.0;4.0;0.0;;207.0;140.0;34.0;33.0;;33.0;15.0;;0.0;8.0;10.0
1364;M Specialistische zakelijke diensten;2015;340.0;304.0;86.0;6.0;0.0;76.0;0.0;4.0;0.0;;218.0;159.0;24.0;35.0;;36.0;15.0;;0.0;9.0;12.0
1365;M Specialistische zakelijke diensten;2016;374.0;333.0;82.0;5.0;0.0;72.0;0.0;5.0;0.0;;251.0;158.0;61.0;32.0;;41.0;19.0;;0.0;8.0;14.0
1366;M Specialistische zakelijke diensten;2017;358.0;318.0;87.0;6.0;0.0;76.0;0.0;5.0;0.0;;231.0;153.0;44.0;34.0;;40.0;19.0;;0.0;10.0;11.0
1367;M Specialistische zakelijke diensten;2018;430.0;388.0;95.0;6.0;0.0;85.0;0.0;4.0;0.0;;293.0;161.0;100.0;32.0;;42.0;21.0;;0.0;10.0;11.0
1368;M Specialistische zakelijke diensten;2019;442.0;401.0;121.0;16.0;0.0;100.0;0.0;5.0;0.0;;280.0;174.0;73.0;33.0;;41.0;21.0;;0.0;9.0;11.0
1369;M Specialistische zakelijke diensten;2020;395.0;355.0;153.0;19.0;0.0;128.0;0.0;6.0;0.0;;202.0;159.0;13.0;30.0;;40.0;23.0;;0.0;8.0;9.0
1370;M Specialistische zakelijke diensten;2021;431.0;380.0;163.0;18.0;0.0;136.0;0.0;6.0;0.0;3.0;217.0;167.0;23.0;27.0;;51.0;29.0;;0.0;10.0;12.0
1371;M Specialistische zakelijke diensten;2022;453.0;404.0;195.0;18.0;0.0;164.0;0.0;9.0;0.0;4.0;209.0;156.0;23.0;30.0;;49.0;28.0;;0.0;10.0;11.0
1372;N Verhuur en overige zakelijke diensten;1995;750.0;738.0;10.0;2.0;8.0;0.0;0.0;0.0;;;728.0;75.0;491.0;162.0;;12.0;4.0;;0.0;5.0;3.0
1373;N Verhuur en overige zakelijke diensten;1996;821.0;810.0;19.0;2.0;13.0;4.0;0.0;0.0;;;791.0;78.0;539.0;174.0;;11.0;5.0;;0.0;3.0;3.0
1374;N Verhuur en overige zakelijke diensten;1997;876.0;862.0;19.0;5.0;13.0;1.0;0.0;0.0;;;843.0;91.0;598.0;154.0;;14.0;7.0;;0.0;4.0;3.0
1375;N Verhuur en overige zakelijke diensten;1998;987.0;974.0;15.0;0.0;13.0;2.0;0.0;0.0;;;959.0;104.0;677.0;178.0;;13.0;6.0;;0.0;4.0;3.0
1376;N Verhuur en overige zakelijke diensten;1999;1187.0;1175.0;15.0;0.0;13.0;2.0;0.0;0.0;;;1160.0;115.0;836.0;209.0;;12.0;5.0;;0.0;4.0;3.0
1377;N Verhuur en overige zakelijke diensten;2000;1372.0;1356.0;26.0;6.0;16.0;4.0;0.0;0.0;;;1330.0;139.0;947.0;244.0;;16.0;8.0;;0.0;5.0;3.0
1378;N Verhuur en overige zakelijke diensten;2001;1515.0;1499.0;37.0;4.0;15.0;18.0;0.0;0.0;;;1462.0;131.0;1085.0;246.0;;16.0;8.0;;0.0;5.0;3.0
1379;N Verhuur en overige zakelijke diensten;2002;1407.0;1390.0;30.0;5.0;15.0;10.0;0.0;0.0;;;1360.0;144.0;973.0;243.0;;17.0;9.0;;0.0;5.0;3.0
1380;N Verhuur en overige zakelijke diensten;2003;1517.0;1498.0;28.0;2.0;16.0;10.0;0.0;0.0;;;1470.0;145.0;1061.0;264.0;;19.0;10.0;;0.0;6.0;3.0
1381;N Verhuur en overige zakelijke diensten;2004;1696.0;1680.0;22.0;4.0;0.0;18.0;0.0;0.0;;;1658.0;163.0;1225.0;270.0;;16.0;8.0;;0.0;5.0;3.0
1382;N Verhuur en overige zakelijke diensten;2005;1809.0;1792.0;34.0;4.0;0.0;30.0;0.0;0.0;;;1758.0;163.0;1300.0;295.0;;17.0;9.0;;0.0;5.0;3.0
1383;N Verhuur en overige zakelijke diensten;2006;2036.0;2016.0;45.0;5.0;0.0;40.0;0.0;0.0;;;1971.0;178.0;1469.0;324.0;;20.0;10.0;;0.0;7.0;3.0
1384;N Verhuur en overige zakelijke diensten;2007;2100.0;2079.0;35.0;5.0;0.0;30.0;0.0;0.0;;;2044.0;181.0;1543.0;320.0;;21.0;11.0;;0.0;7.0;3.0
1385;N Verhuur en overige zakelijke diensten;2008;1935.0;1915.0;65.0;3.0;0.0;40.0;0.0;0.0;7.0;15.0;1850.0;203.0;1274.0;373.0;;20.0;10.0;;0.0;7.0;3.0
1386;N Verhuur en overige zakelijke diensten;2009;1431.0;1411.0;63.0;2.0;0.0;36.0;0.0;0.0;13.0;12.0;1348.0;203.0;737.0;408.0;;20.0;10.0;;0.0;7.0;3.0
1387;N Verhuur en overige zakelijke diensten;2010;1558.0;1538.0;45.0;0.0;0.0;29.0;0.0;2.0;14.0;;1493.0;215.0;819.0;459.0;;20.0;10.0;;0.0;6.0;4.0
1388;N Verhuur en overige zakelijke diensten;2011;1529.0;1509.0;47.0;1.0;0.0;31.0;0.0;2.0;13.0;;1462.0;224.0;821.0;417.0;;20.0;10.0;;0.0;6.0;4.0
1389;N Verhuur en overige zakelijke diensten;2012;1401.0;1377.0;44.0;0.0;0.0;30.0;0.0;1.0;13.0;;1333.0;212.0;690.0;431.0;;24.0;10.0;;0.0;7.0;7.0
1390;N Verhuur en overige zakelijke diensten;2013;1117.0;1093.0;39.0;0.0;0.0;36.0;0.0;3.0;0.0;;1054.0;207.0;437.0;410.0;;24.0;10.0;;0.0;8.0;6.0
1391;N Verhuur en overige zakelijke diensten;2014;1199.0;1175.0;41.0;0.0;0.0;39.0;0.0;2.0;0.0;;1134.0;211.0;469.0;454.0;;24.0;10.0;;0.0;8.0;6.0
1392;N Verhuur en overige zakelijke diensten;2015;1499.0;1475.0;46.0;3.0;0.0;41.0;0.0;2.0;0.0;;1429.0;210.0;764.0;455.0;;24.0;10.0;;0.0;8.0;6.0
1393;N Verhuur en overige zakelijke diensten;2016;1514.0;1489.0;42.0;3.0;0.0;38.0;0.0;1.0;0.0;;1447.0;237.0;707.0;503.0;;25.0;11.0;;0.0;8.0;6.0
1394;N Verhuur en overige zakelijke diensten;2017;1775.0;1747.0;46.0;1.0;0.0;44.0;0.0;1.0;0.0;;1701.0;258.0;940.0;503.0;;28.0;11.0;;0.0;9.0;8.0
1395;N Verhuur en overige zakelijke diensten;2018;1994.0;1963.0;53.0;1.0;0.0;51.0;0.0;1.0;0.0;;1910.0;271.0;1131.0;508.0;;31.0;12.0;;0.0;9.0;10.0
1396;N Verhuur en overige zakelijke diensten;2019;2190.0;2158.0;63.0;4.0;0.0;58.0;0.0;1.0;0.0;;2095.0;301.0;1261.0;533.0;;32.0;13.0;;0.0;9.0;10.0
1397;N Verhuur en overige zakelijke diensten;2020;1685.0;1649.0;77.0;5.0;0.0;70.0;0.0;2.0;0.0;;1572.0;251.0;756.0;565.0;;36.0;16.0;;0.0;9.0;11.0
1398;N Verhuur en overige zakelijke diensten;2021;1734.0;1690.0;100.0;4.0;0.0;88.0;0.0;2.0;0.0;6.0;1590.0;278.0;706.0;606.0;;44.0;18.0;;0.0;10.0;16.0
1399;N Verhuur en overige zakelijke diensten;2022;1725.0;1687.0;126.0;4.0;0.0;100.0;3.0;2.0;0.0;17.0;1561.0;257.0;697.0;607.0;;38.0;16.0;;0.0;7.0;15.0
1400;O-Q Overheid en zorg;1995;331.0;222.0;51.0;14.0;36.0;0.0;0.0;1.0;;;171.0;102.0;37.0;32.0;;109.0;15.0;;0.0;31.0;63.0
1401;O-Q Overheid en zorg;1996;335.0;230.0;65.0;8.0;40.0;16.0;0.0;1.0;;;165.0;95.0;33.0;37.0;;105.0;19.0;;0.0;20.0;65.0
1402;O-Q Overheid en zorg;1997;369.0;260.0;88.0;11.0;37.0;38.0;0.0;2.0;;;172.0;104.0;36.0;32.0;;109.0;14.0;;1.0;22.0;71.0
1403;O-Q Overheid en zorg;1998;387.0;273.0;82.0;10.0;37.0;34.0;0.0;1.0;;;191.0;116.0;38.0;37.0;;114.0;21.0;;1.0;24.0;67.0
1404;O-Q Overheid en zorg;1999;436.0;319.0;116.0;13.0;38.0;64.0;0.0;1.0;;;203.0;122.0;42.0;39.0;;117.0;23.0;;1.0;26.0;68.0
1405;O-Q Overheid en zorg;2000;483.0;354.0;155.0;31.0;40.0;83.0;0.0;1.0;;;199.0;112.0;46.0;41.0;;129.0;30.0;;2.0;28.0;69.0
1406;O-Q Overheid en zorg;2001;511.0;372.0;138.0;24.0;4.0;109.0;0.0;1.0;;;234.0;116.0;76.0;42.0;;139.0;35.0;;2.0;30.0;72.0
1407;O-Q Overheid en zorg;2002;507.0;355.0;108.0;27.0;7.0;71.0;0.0;3.0;;;247.0;134.0;68.0;45.0;;152.0;41.0;;3.0;32.0;76.0
1408;O-Q Overheid en zorg;2003;523.0;368.0;101.0;18.0;7.0;73.0;0.0;3.0;;;267.0;146.0;73.0;48.0;;155.0;40.0;;3.0;32.0;80.0
1409;O-Q Overheid en zorg;2004;617.0;454.0;164.0;15.0;0.0;146.0;0.0;3.0;;;290.0;156.0;78.0;56.0;;163.0;47.0;;2.0;33.0;81.0
1410;O-Q Overheid en zorg;2005;755.0;589.0;297.0;28.0;0.0;266.0;0.0;3.0;;;292.0;155.0;81.0;56.0;;166.0;50.0;;3.0;32.0;81.0
1411;O-Q Overheid en zorg;2006;866.0;691.0;384.0;40.0;0.0;340.0;0.0;4.0;;;307.0;150.0;97.0;60.0;;175.0;53.0;;3.0;38.0;81.0
1412;O-Q Overheid en zorg;2007;781.0;599.0;280.0;29.0;0.0;248.0;0.0;3.0;;;319.0;163.0;97.0;59.0;;182.0;62.0;;2.0;39.0;79.0
1413;O-Q Overheid en zorg;2008;882.0;691.0;361.0;21.0;0.0;334.0;0.0;3.0;0.0;3.0;330.0;168.0;95.0;67.0;;191.0;63.0;;4.0;41.0;83.0
1414;O-Q Overheid en zorg;2009;881.0;693.0;347.0;11.0;0.0;330.0;0.0;3.0;0.0;3.0;346.0;193.0;87.0;66.0;;188.0;66.0;;4.0;42.0;76.0
1415;O-Q Overheid en zorg;2010;874.0;690.0;341.0;10.0;0.0;320.0;0.0;11.0;0.0;;349.0;207.0;75.0;67.0;;184.0;66.0;;4.0;41.0;73.0
1416;O-Q Overheid en zorg;2011;859.0;669.0;341.0;4.0;0.0;327.0;0.0;10.0;0.0;;328.0;197.0;62.0;69.0;;190.0;65.0;;4.0;43.0;78.0
1417;O-Q Overheid en zorg;2012;797.0;611.0;304.0;-4.0;0.0;299.0;0.0;9.0;0.0;;307.0;192.0;47.0;68.0;;186.0;64.0;;5.0;43.0;74.0
1418;O-Q Overheid en zorg;2013;848.0;661.0;358.0;-2.0;0.0;352.0;0.0;8.0;0.0;;303.0;185.0;41.0;77.0;;187.0;64.0;;3.0;45.0;75.0
1419;O-Q Overheid en zorg;2014;852.0;661.0;351.0;5.0;0.0;332.0;0.0;14.0;0.0;;310.0;189.0;36.0;85.0;;191.0;64.0;;6.0;45.0;76.0
1420;O-Q Overheid en zorg;2015;848.0;655.0;345.0;20.0;0.0;310.0;0.0;15.0;0.0;;310.0;184.0;41.0;85.0;;193.0;63.0;;5.0;47.0;78.0
1421;O-Q Overheid en zorg;2016;881.0;681.0;362.0;22.0;0.0;323.0;0.0;17.0;0.0;;319.0;186.0;49.0;84.0;;200.0;64.0;;7.0;48.0;81.0
1422;O-Q Overheid en zorg;2017;898.0;702.0;380.0;24.0;0.0;339.0;0.0;17.0;0.0;;322.0;178.0;59.0;85.0;;196.0;60.0;;6.0;47.0;83.0
1423;O-Q Overheid en zorg;2018;942.0;742.0;411.0;25.0;0.0;369.0;0.0;17.0;0.0;;331.0;183.0;60.0;88.0;;200.0;59.0;;5.0;47.0;89.0
1424;O-Q Overheid en zorg;2019;1021.0;823.0;492.0;54.0;0.0;419.0;1.0;18.0;0.0;;331.0;188.0;56.0;87.0;;198.0;63.0;;4.0;46.0;85.0
1425;O-Q Overheid en zorg;2020;1138.0;924.0;607.0;62.0;0.0;527.0;1.0;17.0;0.0;;317.0;182.0;44.0;91.0;;214.0;73.0;;4.0;50.0;87.0
1426;O-Q Overheid en zorg;2021;1174.0;942.0;620.0;72.0;0.0;522.0;2.0;20.0;0.0;4.0;322.0;189.0;44.0;89.0;;232.0;91.0;;3.0;49.0;89.0
1427;O-Q Overheid en zorg;2022;1329.0;1074.0;777.0;73.0;0.0;676.0;4.0;18.0;0.0;6.0;297.0;162.0;44.0;91.0;;255.0;101.0;;5.0;53.0;96.0
1428;O Openbaar bestuur en overheidsdiensten;1995;129.0;83.0;21.0;10.0;11.0;0.0;0.0;0.0;;;62.0;39.0;4.0;19.0;;46.0;7.0;;0.0;16.0;24.0
1429;O Openbaar bestuur en overheidsdiensten;1996;129.0;83.0;21.0;6.0;11.0;4.0;0.0;0.0;;;62.0;38.0;4.0;20.0;;46.0;11.0;;0.0;10.0;24.0
1430;O Openbaar bestuur en overheidsdiensten;1997;134.0;88.0;24.0;5.0;10.0;8.0;0.0;1.0;;;64.0;39.0;5.0;20.0;;46.0;7.0;;1.0;11.0;27.0
1431;O Openbaar bestuur en overheidsdiensten;1998;133.0;84.0;20.0;8.0;9.0;3.0;0.0;0.0;;;64.0;36.0;5.0;23.0;;49.0;11.0;;1.0;12.0;25.0
1432;O Openbaar bestuur en overheidsdiensten;1999;154.0;104.0;29.0;9.0;10.0;10.0;0.0;0.0;;;75.0;44.0;6.0;25.0;;50.0;11.0;;1.0;13.0;25.0
1433;O Openbaar bestuur en overheidsdiensten;2000;188.0;131.0;52.0;27.0;11.0;14.0;0.0;0.0;;;79.0;45.0;6.0;28.0;;57.0;15.0;;2.0;14.0;26.0
1434;O Openbaar bestuur en overheidsdiensten;2001;220.0;157.0;56.0;18.0;4.0;34.0;0.0;0.0;;;101.0;43.0;30.0;28.0;;63.0;19.0;;2.0;15.0;27.0
1435;O Openbaar bestuur en overheidsdiensten;2002;228.0;159.0;49.0;20.0;5.0;23.0;0.0;1.0;;;110.0;53.0;28.0;29.0;;69.0;22.0;;3.0;16.0;28.0
1436;O Openbaar bestuur en overheidsdiensten;2003;229.0;162.0;46.0;14.0;7.0;24.0;0.0;1.0;;;116.0;60.0;26.0;30.0;;67.0;19.0;;3.0;16.0;29.0
1437;O Openbaar bestuur en overheidsdiensten;2004;255.0;184.0;62.0;11.0;0.0;50.0;0.0;1.0;;;122.0;65.0;26.0;31.0;;71.0;22.0;;2.0;17.0;30.0
1438;O Openbaar bestuur en overheidsdiensten;2005;296.0;227.0;111.0;23.0;0.0;87.0;0.0;1.0;;;116.0;62.0;25.0;29.0;;69.0;22.0;;3.0;16.0;28.0
1439;O Openbaar bestuur en overheidsdiensten;2006;327.0;257.0;133.0;30.0;0.0;102.0;0.0;1.0;;;124.0;60.0;35.0;29.0;;70.0;22.0;;3.0;16.0;29.0
1440;O Openbaar bestuur en overheidsdiensten;2007;304.0;225.0;102.0;22.0;0.0;79.0;0.0;1.0;;;123.0;63.0;30.0;30.0;;79.0;30.0;;2.0;17.0;30.0
1441;O Openbaar bestuur en overheidsdiensten;2008;325.0;245.0;117.0;15.0;0.0;100.0;0.0;1.0;0.0;1.0;128.0;70.0;26.0;32.0;;80.0;26.0;;4.0;18.0;32.0
1442;O Openbaar bestuur en overheidsdiensten;2009;320.0;237.0;112.0;8.0;0.0;102.0;0.0;1.0;0.0;1.0;125.0;73.0;21.0;31.0;;83.0;30.0;;4.0;18.0;31.0
1443;O Openbaar bestuur en overheidsdiensten;2010;309.0;227.0;98.0;9.0;0.0;87.0;0.0;2.0;0.0;;129.0;80.0;17.0;32.0;;82.0;30.0;;4.0;18.0;30.0
1444;O Openbaar bestuur en overheidsdiensten;2011;302.0;221.0;96.0;3.0;0.0;91.0;0.0;2.0;0.0;;125.0;79.0;14.0;32.0;;81.0;26.0;;4.0;19.0;32.0
1445;O Openbaar bestuur en overheidsdiensten;2012;276.0;193.0;75.0;-4.0;0.0;77.0;0.0;2.0;0.0;;118.0;74.0;10.0;34.0;;83.0;26.0;;5.0;19.0;33.0
1446;O Openbaar bestuur en overheidsdiensten;2013;290.0;204.0;83.0;-2.0;0.0;83.0;0.0;2.0;0.0;;121.0;73.0;10.0;38.0;;86.0;26.0;;3.0;21.0;36.0
1447;O Openbaar bestuur en overheidsdiensten;2014;311.0;220.0;95.0;4.0;0.0;87.0;0.0;4.0;0.0;;125.0;76.0;7.0;42.0;;91.0;26.0;;6.0;22.0;37.0
1448;O Openbaar bestuur en overheidsdiensten;2015;319.0;227.0;104.0;17.0;0.0;83.0;0.0;4.0;0.0;;123.0;73.0;10.0;40.0;;92.0;26.0;;5.0;23.0;38.0
1449;O Openbaar bestuur en overheidsdiensten;2016;319.0;222.0;93.0;18.0;0.0;70.0;0.0;5.0;0.0;;129.0;74.0;14.0;41.0;;97.0;26.0;;7.0;24.0;40.0
1450;O Openbaar bestuur en overheidsdiensten;2017;322.0;231.0;99.0;20.0;0.0;74.0;0.0;5.0;0.0;;132.0;70.0;21.0;41.0;;91.0;24.0;;6.0;23.0;38.0
1451;O Openbaar bestuur en overheidsdiensten;2018;337.0;246.0;108.0;21.0;0.0;82.0;0.0;5.0;0.0;;138.0;74.0;24.0;40.0;;91.0;25.0;;5.0;23.0;38.0
1452;O Openbaar bestuur en overheidsdiensten;2019;367.0;274.0;139.0;44.0;0.0;90.0;0.0;5.0;0.0;;135.0;74.0;19.0;42.0;;93.0;29.0;;4.0;23.0;37.0
1453;O Openbaar bestuur en overheidsdiensten;2020;438.0;332.0;186.0;51.0;0.0;130.0;0.0;5.0;0.0;;146.0;81.0;16.0;49.0;;106.0;33.0;;4.0;28.0;41.0
1454;O Openbaar bestuur en overheidsdiensten;2021;470.0;357.0;214.0;59.0;0.0;148.0;0.0;6.0;0.0;1.0;143.0;82.0;13.0;48.0;;113.0;43.0;;3.0;27.0;40.0
1455;O Openbaar bestuur en overheidsdiensten;2022;507.0;377.0;240.0;60.0;0.0;173.0;0.0;6.0;0.0;1.0;137.0;68.0;14.0;55.0;;130.0;49.0;;5.0;31.0;45.0
1456;P Onderwijs;1995;98.0;81.0;12.0;1.0;11.0;0.0;0.0;0.0;;;69.0;47.0;11.0;11.0;;17.0;5.0;;0.0;4.0;8.0
1457;P Onderwijs;1996;96.0;81.0;19.0;0.0;12.0;7.0;0.0;0.0;;;62.0;42.0;8.0;12.0;;15.0;4.0;;0.0;3.0;8.0
1458;P Onderwijs;1997;107.0;91.0;27.0;2.0;11.0;14.0;0.0;0.0;;;64.0;47.0;8.0;9.0;;16.0;4.0;;0.0;3.0;9.0
1459;P Onderwijs;1998;120.0;102.0;28.0;0.0;13.0;15.0;0.0;0.0;;;74.0;56.0;8.0;10.0;;18.0;6.0;;0.0;3.0;8.0
1460;P Onderwijs;1999;127.0;109.0;37.0;1.0;9.0;27.0;0.0;0.0;;;72.0;55.0;8.0;9.0;;18.0;6.0;;0.0;3.0;8.0
1461;P Onderwijs;2000;123.0;105.0;42.0;1.0;10.0;31.0;0.0;0.0;;;63.0;45.0;9.0;9.0;;18.0;6.0;;0.0;4.0;9.0
1462;P Onderwijs;2001;122.0;102.0;34.0;2.0;0.0;31.0;0.0;1.0;;;68.0;47.0;12.0;9.0;;20.0;7.0;;0.0;4.0;9.0
1463;P Onderwijs;2002;117.0;94.0;25.0;2.0;2.0;20.0;0.0;1.0;;;69.0;50.0;10.0;9.0;;23.0;9.0;;0.0;5.0;9.0
1464;P Onderwijs;2003;120.0;95.0;23.0;1.0;0.0;21.0;0.0;1.0;;;72.0;53.0;10.0;9.0;;25.0;9.0;;0.0;5.0;11.0
1465;P Onderwijs;2004;143.0;116.0;42.0;1.0;0.0;40.0;0.0;1.0;;;74.0;53.0;12.0;9.0;;27.0;10.0;;0.0;5.0;12.0
1466;P Onderwijs;2005;185.0;157.0;78.0;2.0;0.0;75.0;0.0;1.0;;;79.0;57.0;12.0;10.0;;28.0;11.0;;0.0;5.0;12.0
1467;P Onderwijs;2006;219.0;189.0;108.0;3.0;0.0;103.0;0.0;2.0;;;81.0;55.0;13.0;13.0;;30.0;11.0;;0.0;7.0;12.0
1468;P Onderwijs;2007;194.0;163.0;74.0;3.0;0.0;70.0;0.0;1.0;;;89.0;63.0;14.0;12.0;;31.0;11.0;;0.0;7.0;13.0
1469;P Onderwijs;2008;236.0;201.0;104.0;2.0;0.0;100.0;0.0;1.0;0.0;1.0;97.0;65.0;17.0;15.0;;35.0;14.0;;0.0;8.0;13.0
1470;P Onderwijs;2009;238.0;205.0;100.0;0.0;0.0;98.0;0.0;1.0;0.0;1.0;105.0;73.0;16.0;16.0;;33.0;13.0;;0.0;8.0;12.0
1471;P Onderwijs;2010;250.0;216.0;105.0;0.0;0.0;102.0;0.0;3.0;0.0;;111.0;81.0;13.0;17.0;;34.0;13.0;;0.0;8.0;13.0
1472;P Onderwijs;2011;248.0;212.0;109.0;0.0;0.0;107.0;0.0;2.0;0.0;;103.0;74.0;11.0;18.0;;36.0;14.0;;0.0;8.0;14.0
1473;P Onderwijs;2012;236.0;204.0;105.0;0.0;0.0;102.0;0.0;3.0;0.0;;99.0;74.0;8.0;17.0;;32.0;12.0;;0.0;8.0;12.0
1474;P Onderwijs;2013;248.0;216.0;124.0;0.0;0.0;122.0;0.0;2.0;0.0;;92.0;66.0;7.0;19.0;;32.0;12.0;;0.0;8.0;12.0
1475;P Onderwijs;2014;239.0;206.0;112.0;0.0;0.0;109.0;0.0;3.0;0.0;;94.0;66.0;7.0;21.0;;33.0;12.0;;0.0;8.0;13.0
1476;P Onderwijs;2015;227.0;194.0;102.0;0.0;0.0;99.0;0.0;3.0;0.0;;92.0;63.0;7.0;22.0;;33.0;11.0;;0.0;9.0;13.0
1477;P Onderwijs;2016;236.0;202.0;108.0;0.0;0.0;105.0;0.0;3.0;0.0;;94.0;66.0;8.0;20.0;;34.0;12.0;;0.0;9.0;13.0
1478;P Onderwijs;2017;244.0;210.0;115.0;0.0;0.0;112.0;0.0;3.0;0.0;;95.0;65.0;10.0;20.0;;34.0;10.0;;0.0;9.0;15.0
