ID;Woonplaatsen;Code_1;Naam_2;Code_3;Naam_4;Code_5;Naam_6;Code_7
292;Briltil;2115; Zuidhorn                          ;56; Groningen               ;20; Noord-Nederland         ;1
293;Britsum;3225; Leeuwarderadeel                   ;81; Friesland               ;21; Noord-Nederland         ;1
294;Britswert;2012; Littenseradiel                    ;140; Friesland               ;21; Noord-Nederland         ;1
295;Broek;2486; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
296;Broek in Waterland;1940; Waterland                         ;852; Noord-Holland           ;27; West-Nederland          ;3
297;Broek op Langedijk;1116; Langedijk                         ;416; Noord-Holland           ;27; West-Nederland          ;3
298;Broekhuizen;1027; Horst aan de Maas                 ;1507; Limburg                 ;31; Zuid-Nederland          ;4
299;Broekhuizen;1086; Meppel                            ;119; Drenthe                 ;22; Noord-Nederland         ;1
300;Broekhuizenvorst;1028; Horst aan de Maas                 ;1507; Limburg                 ;31; Zuid-Nederland          ;4
301;Broekland;1497; Raalte                            ;177; Overijssel              ;23; Oost-Nederland          ;2
302;Broeksterwâld;3265; Dantumadiel                       ;1891; Friesland               ;21; Noord-Nederland         ;1
303;Bronkhorst;1530; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
304;Bronneger;1783; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
305;Bronnegerveen;1784; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
306;Brouwershaven;2674; Schouwen-Duiveland                ;1676; Zeeland                 ;29; West-Nederland          ;3
307;Bruchem;2629; Zaltbommel                        ;297; Gelderland              ;25; Oost-Nederland          ;2
308;Brucht;1542; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
309;Bruchterveld;1543; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
310;Bruinehaar;3320; Twenterand                        ;1700; Overijssel              ;23; Oost-Nederland          ;2
311;Bruinisse;2675; Schouwen-Duiveland                ;1676; Zeeland                 ;29; West-Nederland          ;3
312;Brummen;1111; Brummen                           ;213; Gelderland              ;25; Oost-Nederland          ;2
313;Brunssum;2849; Brunssum                          ;899; Limburg                 ;31; Zuid-Nederland          ;4
314;Bruntinge;3008; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
315;Buchten;2809; Sittard-Geleen                    ;1883; Limburg                 ;31; Zuid-Nederland          ;4
316;Budel;1571; Cranendonck                       ;1706; Noord-Brabant           ;30; Zuid-Nederland          ;4
317;Budel-Dorplein;1573; Cranendonck                       ;1706; Noord-Brabant           ;30; Zuid-Nederland          ;4
318;Budel-Schoot;1572; Cranendonck                       ;1706; Noord-Brabant           ;30; Zuid-Nederland          ;4
319;Buggenum;2941; Leudal                            ;1640; Limburg                 ;31; Zuid-Nederland          ;4
320;Buinen;1785; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
321;Buinerveen;1786; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
322;Buitenkaag;1607; Haarlemmermeer                    ;394; Noord-Holland           ;27; West-Nederland          ;3
323;Buitenpost;3175; Achtkarspelen                     ;59; Friesland               ;21; Noord-Nederland         ;1
324;De Bult;2697; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
325;Bunde;1461; Meerssen                          ;938; Limburg                 ;31; Zuid-Nederland          ;4
326;Bunne;2914; Tynaarlo                          ;1730; Drenthe                 ;22; Noord-Nederland         ;1
327;Bunnik;2603; Bunnik                            ;312; Utrecht                 ;26; West-Nederland          ;3
328;Bunschoten-Spakenburg;2237; Bunschoten                        ;313; Utrecht                 ;26; West-Nederland          ;3
329;Burdaard;3200; Ferwerderadiel                    ;1722; Friesland               ;21; Noord-Nederland         ;1
330;Buren;2589; Ameland                           ;60; Friesland               ;21; Noord-Nederland         ;1
331;Buren;3372; Buren                             ;214; Gelderland              ;25; Oost-Nederland          ;2
332;Den Burg;2740; Texel                             ;448; Noord-Holland           ;27; West-Nederland          ;3
333;Burgerbrug;2762; Schagen                           ;441; Noord-Holland           ;27; West-Nederland          ;3
334;Burgerveen;1603; Haarlemmermeer                    ;394; Noord-Holland           ;27; West-Nederland          ;3
335;Burgh-Haamstede;2676; Schouwen-Duiveland                ;1676; Zeeland                 ;29; West-Nederland          ;3
336;Burgum;2451; Tytsjerksteradiel                 ;737; Friesland               ;21; Noord-Nederland         ;1
337;Burgwerd;2304; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
338;Burum;3308; Kollumerland en Nieuwkruisland    ;79; Friesland               ;21; Noord-Nederland         ;1
339;Bussum;1331; Bussum                            ;381; Noord-Holland           ;27; West-Nederland          ;3
340;Buurmalsen;3373; Buren                             ;214; Gelderland              ;25; Oost-Nederland          ;2
341;Buurmalsen;3221; Geldermalsen                      ;236; Gelderland              ;25; Oost-Nederland          ;2
342;Cadier en Keer;1692; Eijsden-Margraten                 ;1903; Limburg                 ;31; Zuid-Nederland          ;4
343;Cadzand;2964; Sluis                             ;1714; Zeeland                 ;29; West-Nederland          ;3
344;Callantsoog;2757; Schagen                           ;441; Noord-Holland           ;27; West-Nederland          ;3
345;Capelle aan den IJssel;1105; Capelle aan den IJssel            ;502; Zuid-Holland            ;28; West-Nederland          ;3
346;Castelre;2885; Baarle-Nassau                     ;744; Noord-Brabant           ;30; Zuid-Nederland          ;4
347;Castenray;2328; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
348;Casteren;1067; Bladel                            ;1728; Noord-Brabant           ;30; Zuid-Nederland          ;4
349;Castricum;2268; Castricum                         ;383; Noord-Holland           ;27; West-Nederland          ;3
350;Chaam;3433; Alphen-Chaam                      ;1723; Noord-Brabant           ;30; Zuid-Nederland          ;4
351;Clinge;3092; Hulst                             ;677; Zeeland                 ;29; West-Nederland          ;3
352;De Cocksdorp;2737; Texel                             ;448; Noord-Holland           ;27; West-Nederland          ;3
353;Coevorden;2147; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
354;Colijnsplaat;3190; Noord-Beveland                    ;1695; Zeeland                 ;29; West-Nederland          ;3
355;Collendoorn;1544; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
356;Colmschate;2855; Deventer                          ;150; Overijssel              ;23; Oost-Nederland          ;2
357;Cornwerd;2305; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
358;Cothen;1304; Wijk bij Duurstede                ;352; Utrecht                 ;26; West-Nederland          ;3
359;Creil;1281; Noordoostpolder                   ;171; Flevoland               ;24; Oost-Nederland          ;2
360;Cromvoirt;1620; Vught                             ;865; Noord-Brabant           ;30; Zuid-Nederland          ;4
361;Cruquius;1612; Haarlemmermeer                    ;394; Noord-Holland           ;27; West-Nederland          ;3
362;Cuijk;1450; Cuijk                             ;1684; Noord-Brabant           ;30; Zuid-Nederland          ;4
363;Culemborg;2052; Culemborg                         ;216; Gelderland              ;25; Oost-Nederland          ;2
364;Daarle;1038; Hellendoorn                       ;163; Overijssel              ;23; Oost-Nederland          ;2
365;Daarlerveen;1039; Hellendoorn                       ;163; Overijssel              ;23; Oost-Nederland          ;2
366;Dalem;2300; Gorinchem                         ;512; Zuid-Holland            ;28; West-Nederland          ;3
367;Dalen;2148; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
368;Dalerpeel;2149; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
369;Dalerveen;2150; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
370;Dalfsen;1237; Dalfsen                           ;148; Overijssel              ;23; Oost-Nederland          ;2
371;Dalmsholte;2550; Ommen                             ;175; Overijssel              ;23; Oost-Nederland          ;2
372;Damwâld;3266; Dantumadiel                       ;1891; Friesland               ;21; Noord-Nederland         ;1
373;Darp;3106; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
374;Dearsum;2526; Boarnsterhim                      ;55; Friesland               ;21; Noord-Nederland         ;1
375;Dedemsvaart;1546; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
376;Dedgum;2306; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
377;Deelen;2773; Ede                               ;228; Gelderland              ;25; Oost-Nederland          ;2
378;Deest;2903; Druten                            ;225; Gelderland              ;25; Oost-Nederland          ;2
379;Deil;3217; Geldermalsen                      ;236; Gelderland              ;25; Oost-Nederland          ;2
380;Deinum;2727; Menameradiel                      ;1908; Friesland               ;21; Noord-Nederland         ;1
381;Delden;1440; Hof van Twente                    ;1735; Overijssel              ;23; Oost-Nederland          ;2
382;Delfgauw;1143; Pijnacker-Nootdorp                ;1926; Zuid-Holland            ;28; West-Nederland          ;3
383;Delfstrahuizen;2240; Lemsterland                       ;82; Friesland               ;21; Noord-Nederland         ;1
384;Delft;2138; Delft                             ;503; Zuid-Holland            ;28; West-Nederland          ;3
385;Delfzijl;3234; Delfzijl                          ;10; Groningen               ;20; Noord-Nederland         ;1
386;Delwijnen;2630; Zaltbommel                        ;297; Gelderland              ;25; Oost-Nederland          ;2
387;Demen;3260; Oss                               ;828; Noord-Brabant           ;30; Zuid-Nederland          ;4
388;Denekamp;1408; Dinkelland                        ;1774; Overijssel              ;23; Oost-Nederland          ;2
