ID;Perioden;TotaalAanbod_1;TotaalProductie_2;Centraal_3;Decentraal_4;Invoer_5;Uitvoer_6;TotaalVerbruik_7;ViaHetOpenbareNet_8;ViaBedrijfsnetten_9;TotaalBijDeProductie_10;Centraal_11;Decentraal_12;VerliezenBijDistributie_13
636;2010 februari;10053.0;10302.0;6565.0;3737.0;668.0;917.0;10053.0;8548.0;1198.0;307.0;189.0;118.0;380.0
637;2010 maart;10456.0;10946.0;7072.0;3874.0;688.0;1178.0;10456.0;8869.0;1232.0;355.0;227.0;128.0;386.0
638;2010 1e kwartaal;31554.0;32852.0;21159.0;11693.0;2224.0;3522.0;31554.0;26795.0;3731.0;1028.0;653.0;375.0;1182.0
639;2010 april;9276.0;8755.0;5580.0;3175.0;1148.0;627.0;9276.0;7949.0;1017.0;310.0;191.0;119.0;342.0
640;2010 mei;9297.0;8788.0;5430.0;3358.0;1578.0;1069.0;9297.0;7955.0;1027.0;315.0;191.0;124.0;337.0
641;2010 juni;9577.0;8508.0;5373.0;3135.0;1818.0;749.0;9577.0;8259.0;1041.0;277.0;158.0;119.0;353.0
642;2010 2e kwartaal;28150.0;26051.0;16383.0;9668.0;4544.0;2445.0;28150.0;24163.0;3085.0;902.0;540.0;362.0;1032.0
643;2010 juli;9540.0;8127.0;5444.0;2683.0;1989.0;576.0;9540.0;8353.0;923.0;264.0;137.0;127.0;345.0
644;2010 augustus;9494.0;8305.0;5093.0;3212.0;1903.0;714.0;9494.0;8280.0;946.0;268.0;146.0;122.0;341.0
645;2010 september;9345.0;8948.0;5955.0;2993.0;1323.0;926.0;9345.0;8135.0;931.0;279.0;161.0;118.0;348.0
646;2010 3e kwartaal;28379.0;25380.0;16492.0;8888.0;5215.0;2216.0;28379.0;24768.0;2800.0;811.0;444.0;367.0;1034.0
647;2010 oktober;10445.0;11423.0;7467.0;3956.0;770.0;1748.0;10445.0;8870.0;1236.0;339.0;207.0;132.0;389.0
648;2010 november;10950.0;11173.0;7208.0;3965.0;1113.0;1336.0;10950.0;9370.0;1237.0;343.0;208.0;135.0;401.0
649;2010 december;11448.0;11271.0;7115.0;4156.0;1718.0;1541.0;11448.0;9822.0;1268.0;358.0;205.0;153.0;426.0
650;2010 4e kwartaal;32843.0;33867.0;21790.0;12077.0;3601.0;4625.0;32843.0;28062.0;3741.0;1040.0;620.0;420.0;1216.0
651;2010;120926.0;118150.0;75824.0;42326.0;15584.0;12808.0;120926.0;103788.0;13357.0;3781.0;2257.0;1524.0;4464.0
652;2011 januari;11297.0;10438.0;6158.0;4280.0;1898.0;1039.0;11297.0;9479.0;1480.0;338.0;200.0;138.0;428.0
653;2011 februari;10112.0;9751.0;5831.0;3920.0;1253.0;892.0;10112.0;8482.0;1316.0;314.0;191.0;123.0;383.0
654;2011 maart;10653.0;10253.0;6246.0;4007.0;1413.0;1013.0;10653.0;8999.0;1329.0;325.0;188.0;137.0;403.0
655;2011 1e kwartaal;32062.0;30442.0;18235.0;12207.0;4564.0;2944.0;32062.0;26960.0;4125.0;977.0;579.0;398.0;1214.0
656;2011 april;9320.0;8574.0;5689.0;2885.0;1390.0;644.0;9320.0;8185.0;835.0;300.0;182.0;118.0;356.0
657;2011 mei;9595.0;9109.0;6068.0;3041.0;1230.0;744.0;9595.0;8573.0;712.0;310.0;189.0;121.0;347.0
658;2011 juni;9384.0;7872.0;5112.0;2760.0;2192.0;680.0;9384.0;8263.0;836.0;285.0;163.0;122.0;364.0
659;2011 2e kwartaal;28299.0;25555.0;16869.0;8686.0;4812.0;2068.0;28299.0;25021.0;2383.0;895.0;534.0;361.0;1067.0
660;2011 juli;9581.0;8135.0;4903.0;3232.0;2312.0;866.0;9581.0;8411.0;873.0;297.0;161.0;136.0;363.0
661;2011 augustus;9580.0;8370.0;5098.0;3272.0;2223.0;1013.0;9580.0;8481.0;781.0;318.0;182.0;136.0;362.0
662;2011 september;9590.0;8544.0;5490.0;3054.0;1926.0;880.0;9590.0;8513.0;744.0;333.0;192.0;141.0;359.0
663;2011 3e kwartaal;28751.0;25049.0;15491.0;9558.0;6461.0;2759.0;28751.0;25405.0;2398.0;948.0;535.0;413.0;1084.0
664;2011 oktober;10573.0;10167.0;6076.0;4091.0;1599.0;1193.0;10573.0;8936.0;1282.0;355.0;204.0;151.0;398.0
665;2011 november;10939.0;10639.0;6751.0;3888.0;1488.0;1188.0;10939.0;9068.0;1523.0;348.0;199.0;149.0;414.0
666;2011 december;11433.0;11114.0;7133.0;3981.0;1697.0;1378.0;11433.0;9367.0;1696.0;370.0;219.0;151.0;432.0
667;2011 4e kwartaal;32945.0;31920.0;19960.0;11960.0;4784.0;3759.0;32945.0;27371.0;4501.0;1073.0;622.0;451.0;1244.0
668;2011;122057.0;112966.0;70555.0;42411.0;20621.0;11530.0;122057.0;104757.0;13407.0;3893.0;2270.0;1623.0;4609.0
669;2012 januari;10848.0;10103.0;6128.0;3975.0;1977.0;1232.0;10848.0;9220.0;1295.0;333.0;193.0;140.0;410.0
670;2012 februari;10359.0;10510.0;6820.0;3690.0;1556.0;1707.0;10359.0;8869.0;1136.0;354.0;217.0;137.0;390.0
671;2012 maart;10762.0;9454.0;5516.0;3938.0;2881.0;1573.0;10762.0;8667.0;1751.0;344.0;205.0;139.0;406.0
672;2012 1e kwartaal;31969.0;30067.0;18464.0;11603.0;6414.0;4512.0;31969.0;26756.0;4182.0;1031.0;615.0;416.0;1206.0
673;2012 april;9289.0;8101.0;5191.0;2910.0;2514.0;1326.0;9289.0;8049.0;946.0;294.0;181.0;113.0;351.0
674;2012 mei;9155.0;6656.0;4271.0;2385.0;3138.0;639.0;9155.0;8293.0;629.0;233.0;116.0;117.0;348.0
675;2012 juni;9344.0;7200.0;4357.0;2843.0;3080.0;936.0;9344.0;7991.0;1114.0;239.0;128.0;111.0;355.0
676;2012 2e kwartaal;27788.0;21957.0;13819.0;8138.0;8732.0;2901.0;27788.0;24333.0;2689.0;766.0;425.0;341.0;1054.0
677;2012 juli;9449.0;7345.0;4690.0;2655.0;3045.0;941.0;9449.0;8124.0;1014.0;311.0;183.0;128.0;356.0
678;2012 augustus;9386.0;7533.0;5074.0;2459.0;2824.0;971.0;9386.0;8244.0;841.0;301.0;176.0;125.0;354.0
679;2012 september;9251.0;7591.0;4757.0;2834.0;2712.0;1052.0;9251.0;7966.0;981.0;304.0;177.0;127.0;349.0
680;2012 3e kwartaal;28086.0;22469.0;14521.0;7948.0;8581.0;2964.0;28086.0;24334.0;2836.0;916.0;536.0;380.0;1059.0
681;2012 oktober;10134.0;9030.0;5760.0;3270.0;2762.0;1658.0;10134.0;8607.0;1193.0;334.0;200.0;134.0;382.0
682;2012 november;10611.0;9447.0;5964.0;3483.0;2725.0;1561.0;10611.0;8779.0;1496.0;336.0;204.0;132.0;401.0
683;2012 december;11026.0;9535.0;5504.0;4031.0;2941.0;1450.0;11026.0;9039.0;1656.0;331.0;193.0;138.0;417.0
684;2012 4e kwartaal;31771.0;28012.0;17228.0;10784.0;8428.0;4669.0;31771.0;26425.0;4345.0;1001.0;597.0;404.0;1200.0
685;2012;119614.0;102505.0;64032.0;38473.0;32155.0;15046.0;119614.0;101848.0;14052.0;3714.0;2173.0;1541.0;4519.0
686;2013 januari;11286.0;10122.0;6248.0;3874.0;2883.0;1719.0;11286.0;9362.0;1604.0;320.0;190.0;130.0;428.0
687;2013 februari;10086.0;9274.0;5722.0;3552.0;2462.0;1650.0;10086.0;8341.0;1448.0;297.0;177.0;120.0;382.0
688;2013 maart;10424.0;9372.0;5632.0;3740.0;2977.0;1925.0;10424.0;8847.0;1267.0;310.0;183.0;127.0;394.0
689;2013 1e kwartaal;31796.0;28768.0;17602.0;11166.0;8322.0;5294.0;31796.0;26550.0;4319.0;927.0;550.0;377.0;1204.0
690;2013 april;9233.0;8117.0;5052.0;3065.0;2562.0;1446.0;9233.0;8042.0;904.0;287.0;171.0;116.0;349.0
691;2013 mei;9347.0;7562.0;4538.0;3024.0;2832.0;1047.0;9347.0;8126.0;966.0;255.0;136.0;119.0;354.0
692;2013 juni;9287.0;6892.0;3907.0;2985.0;3151.0;756.0;9287.0;7842.0;1203.0;242.0;123.0;119.0;353.0
693;2013 2e kwartaal;27867.0;22571.0;13497.0;9074.0;8545.0;3249.0;27867.0;24010.0;3073.0;784.0;430.0;354.0;1056.0
694;2013 juli;9547.0;7125.0;4578.0;2547.0;3311.0;889.0;9547.0;8209.0;1050.0;288.0;169.0;119.0;361.0
695;2013 augustus;9452.0;7264.0;4758.0;2506.0;3036.0;848.0;9452.0;8177.0;984.0;291.0;175.0;116.0;357.0
696;2013 september;9263.0;7490.0;4878.0;2612.0;2741.0;968.0;9263.0;8074.0;912.0;277.0;162.0;115.0;350.0
697;2013 3e kwartaal;28262.0;21879.0;14214.0;7665.0;9088.0;2705.0;28262.0;24460.0;2946.0;856.0;506.0;350.0;1068.0
698;2013 oktober;10056.0;8478.0;5279.0;3199.0;2734.0;1156.0;10056.0;8627.0;1140.0;289.0;171.0;118.0;381.0
699;2013 november;10465.0;9304.0;6149.0;3155.0;2398.0;1237.0;10465.0;8749.0;1390.0;326.0;205.0;121.0;396.0
700;2013 december;10666.0;9875.0;6323.0;3552.0;2165.0;1374.0;10666.0;8990.0;1353.0;323.0;196.0;127.0;403.0
701;2013 4e kwartaal;31187.0;27657.0;17751.0;9906.0;7297.0;3767.0;31187.0;26366.0;3883.0;938.0;572.0;366.0;1180.0
702;2013;119112.0;100875.0;63064.0;37811.0;33252.0;15015.0;119112.0;101386.0;14221.0;3505.0;2058.0;1447.0;4508.0
703;2014 januari;10896.0;9151.0;5494.0;3657.0;3065.0;1320.0;10896.0;9077.0;1486.0;333.0;195.0;138.0;460.0
704;2014 februari;9779.0;8154.0;4727.0;3427.0;2891.0;1266.0;9779.0;8095.0;1361.0;323.0;196.0;127.0;412.0
705;2014 maart;10123.0;8441.0;5130.0;3311.0;3096.0;1414.0;10123.0;8360.0;1438.0;325.0;189.0;136.0;424.0
706;2014 1e kwartaal;30798.0;25746.0;15351.0;10395.0;9052.0;4000.0;30798.0;25532.0;4285.0;981.0;580.0;401.0;1296.0
707;2014 april;9331.0;8329.0;5636.0;2693.0;2836.0;1834.0;9331.0;7891.0;1111.0;329.0;207.0;122.0;389.0
708;2014 mei;9345.0;7785.0;5111.0;2674.0;2825.0;1265.0;9345.0;8003.0;1029.0;313.0;188.0;125.0;390.0
709;2014 juni;9199.0;7996.0;5403.0;2593.0;2545.0;1342.0;9199.0;7641.0;1210.0;348.0;226.0;122.0;382.0
710;2014 2e kwartaal;27875.0;24110.0;16150.0;7960.0;8206.0;4441.0;27875.0;23535.0;3350.0;990.0;621.0;369.0;1161.0
711;2014 juli;9626.0;7955.0;5347.0;2608.0;2859.0;1188.0;9626.0;8130.0;1169.0;327.0;201.0;126.0;400.0
712;2014 augustus;9100.0;7861.0;5197.0;2664.0;2388.0;1149.0;9100.0;7799.0;984.0;317.0;191.0;126.0;378.0
713;2014 september;9388.0;8326.0;5799.0;2527.0;2517.0;1455.0;9388.0;7985.0;1053.0;350.0;224.0;126.0;389.0
714;2014 3e kwartaal;28114.0;24142.0;16343.0;7799.0;7764.0;3792.0;28114.0;23914.0;3206.0;994.0;616.0;378.0;1166.0
715;2014 oktober;10116.0;9468.0;6385.0;3083.0;2668.0;2020.0;10116.0;8438.0;1313.0;365.0;229.0;136.0;423.0
716;2014 november;10375.0;9506.0;6421.0;3085.0;2708.0;1839.0;10375.0;8518.0;1513.0;344.0;207.0;137.0;434.0
717;2014 december;10814.0;10394.0;6884.0;3510.0;2456.0;2036.0;10814.0;9095.0;1338.0;381.0;243.0;138.0;453.0
718;2014 4e kwartaal;31305.0;29368.0;19690.0;9678.0;7832.0;5895.0;31304.0;26051.0;4164.0;1089.0;679.0;410.0;1310.0
719;2014;118091.0;103365.0;67534.0;35831.0;32854.0;18128.0;118092.0;99032.0;15005.0;4055.0;2496.0;1559.0;4933.0
720;2015 januari;11186.0;10733.0;6940.0;3793.0;2432.0;1979.0;11186.0;9495.0;1288.0;404.0;264.0;140.0;491.0
721;2015 februari;9986.0;9724.0;6441.0;3283.0;2371.0;2110.0;9986.0;8449.0;1167.0;370.0;240.0;130.0;440.0
722;2015 maart;10254.0;9677.0;6116.0;3560.0;2729.0;2151.0;10254.0;8701.0;1208.0;345.0;204.0;141.0;452.0
723;2015 1e kwartaal;31426.0;30134.0;19498.0;10636.0;7532.0;6240.0;31426.0;26645.0;3662.0;1119.0;708.0;411.0;1383.0
724;2015 april;9232.0;8623.0;5730.0;2893.0;2414.0;1805.0;9232.0;7947.0;901.0;384.0;274.0;110.0;415.0
725;2015 mei;9301.0;7613.0;4663.0;2951.0;2782.0;1094.0;9301.0;8092.0;874.0;335.0;223.0;112.0;416.0
726;2015 juni;9200.0;7318.0;4670.0;2648.0;3259.0;1377.0;9200.0;8162.0;706.0;332.0;229.0;103.0;408.0
727;2015 2e kwartaal;27733.0;23554.0;15063.0;8491.0;8455.0;4276.0;27733.0;24201.0;2481.0;1051.0;725.0;326.0;1239.0
728;2015 juli;9613.0;8468.0;5641.0;2826.0;2619.0;1473.0;9613.0;8180.0;1065.0;368.0;248.0;120.0;427.0
729;2015 augustus;9423.0;8010.0;5273.0;2737.0;2892.0;1478.0;9423.0;7965.0;1112.0;346.0;225.0;122.0;403.0
730;2015 september;9622.0;9374.0;6427.0;2946.0;2583.0;2335.0;9622.0;7903.0;1324.0;395.0;275.0;120.0;415.0
731;2015 3e kwartaal;28658.0;25851.0;17342.0;8509.0;8094.0;5286.0;28658.0;24048.0;3500.0;1110.0;748.0;362.0;1245.0
732;2015 oktober;10282.0;10353.0;7322.0;3031.0;2551.0;2622.0;10282.0;8524.0;1339.0;419.0;289.0;130.0;451.0
733;2015 november;10301.0;10066.0;6531.0;3535.0;2052.0;1817.0;10301.0;8591.0;1314.0;396.0;252.0;145.0;463.0
734;2015 december;10736.0;10430.0;6604.0;3826.0;2077.0;1771.0;10736.0;8904.0;1441.0;391.0;260.0;132.0;483.0
735;2015 4e kwartaal;31319.0;30849.0;20457.0;10392.0;6680.0;6210.0;31319.0;26019.0;4093.0;1207.0;800.0;407.0;1398.0
736;2015;119137.0;110388.0;72360.0;38029.0;30760.0;22012.0;119137.0;100913.0;13737.0;4487.0;2981.0;1506.0;5264.0
737;2016 januari;10857.0;10365.0;6708.0;3657.0;2011.0;1518.0;10857.0;9141.0;1356.0;360.0;220.0;141.0;507.0
738;2016 februari;10229.0;9640.0;6207.0;3433.0;2034.0;1445.0;10229.0;8507.0;1341.0;381.0;251.0;130.0;454.0
739;2016 maart;10423.0;9964.0;6568.0;3396.0;1987.0;1528.0;10423.0;8496.0;1576.0;351.0;213.0;138.0;467.0
740;2016 1e kwartaal;31510.0;29969.0;19483.0;10486.0;6032.0;4491.0;31510.0;26144.0;4273.0;1092.0;684.0;409.0;1427.0
741;2016 april;9426.0;8777.0;5580.0;3198.0;2107.0;1459.0;9426.0;7599.0;1487.0;340.0;215.0;125.0;428.0
742;2016 mei;9486.0;8334.0;5258.0;3076.0;2397.0;1245.0;9486.0;7984.0;1045.0;457.0;336.0;121.0;430.0
743;2016 juni;9297.0;7882.0;5279.0;2603.0;2413.0;998.0;9297.0;8028.0;966.0;303.0;189.0;115.0;421.0
744;2016 2e kwartaal;28209.0;24993.0;16118.0;8876.0;6917.0;3702.0;28209.0;23611.0;3497.0;1100.0;740.0;360.0;1279.0
745;2016 juli;9539.0;8093.0;5292.0;2801.0;2422.0;977.0;9539.0;8161.0;1055.0;322.0;192.0;130.0;441.0
746;2016 augustus;9470.0;8771.0;5762.0;3010.0;2026.0;1327.0;9470.0;7989.0;1180.0;301.0;171.0;130.0;416.0
747;2016 september;9519.0;9700.0;6873.0;2827.0;1742.0;1923.0;9519.0;7763.0;1433.0;322.0;199.0;123.0;428.0
748;2016 3e kwartaal;28527.0;26564.0;17927.0;8638.0;6190.0;4228.0;28527.0;23913.0;3669.0;945.0;563.0;383.0;1285.0
749;2016 oktober;10216.0;10986.0;7687.0;3299.0;1686.0;2456.0;10216.0;7838.0;2036.0;342.0;210.0;131.0;466.0
750;2016 november;10631.0;11167.0;7655.0;3512.0;1720.0;2255.0;10631.0;8661.0;1615.0;355.0;204.0;151.0;478.0
751;2016 december;11034.0;11533.0;7777.0;3756.0;1713.0;2212.0;11034.0;9188.0;1501.0;345.0;209.0;136.0;499.0
752;2016 4e kwartaal;31881.0;33686.0;23118.0;10568.0;5118.0;6923.0;31881.0;25687.0;5152.0;1042.0;624.0;418.0;1443.0
753;2016;120127.0;115213.0;76645.0;38567.0;24258.0;19343.0;120127.0;99355.0;16592.0;4181.0;2610.0;1570.0;5434.0
754;2017 januari;11275.0;11966.0;8083.0;3883.0;1640.0;2331.0;11275.0;9416.0;1479.0;380.0;236.0;144.0;505.0
755;2017 februari;10048.0;10393.0;6617.0;3777.0;1468.0;1813.0;10048.0;8371.0;1335.0;342.0;208.0;134.0;452.0
756;2017 maart;10290.0;10034.0;6345.0;3689.0;1915.0;1660.0;10290.0;8587.0;1385.0;317.0;181.0;136.0;465.0
757;2017 1e kwartaal;31613.0;32394.0;21045.0;11349.0;5023.0;5804.0;31613.0;26374.0;4199.0;1039.0;625.0;415.0;1422.0
758;2017 april;9249.0;9108.0;5795.0;3312.0;1920.0;1778.0;9249.0;7714.0;1206.0;329.0;197.0;132.0;427.0
759;2017 mei;9460.0;8323.0;5386.0;2937.0;2327.0;1190.0;9460.0;8142.0;1035.0;283.0;155.0;127.0;428.0
760;2017 juni;9421.0;8541.0;5626.0;2914.0;1984.0;1104.0;9421.0;8009.0;1114.0;298.0;175.0;123.0;419.0
761;2017 2e kwartaal;28130.0;25972.0;16807.0;9164.0;6230.0;4072.0;28130.0;23865.0;3356.0;909.0;528.0;382.0;1274.0
762;2017 juli;9710.0;9412.0;6528.0;2884.0;1556.0;1257.0;9710.0;8224.0;1183.0;303.0;177.0;127.0;439.0
763;2017 augustus;9538.0;8244.0;5312.0;2932.0;2204.0;909.0;9538.0;7965.0;1268.0;305.0;177.0;128.0;415.0
764;2017 september;9542.0;8585.0;5507.0;3078.0;2159.0;1202.0;9542.0;8093.0;1162.0;287.0;158.0;130.0;427.0
765;2017 3e kwartaal;28791.0;26241.0;17347.0;8894.0;5918.0;3368.0;28791.0;24282.0;3613.0;896.0;512.0;384.0;1281.0
766;2017 oktober;10321.0;10337.0;6328.0;4008.0;1842.0;1857.0;10321.0;8591.0;1415.0;315.0;186.0;129.0;464.0
767;2017 november;10677.0;11059.0;7509.0;3551.0;1632.0;2015.0;10677.0;8884.0;1488.0;305.0;173.0;133.0;476.0
768;2017 december;11234.0;11257.0;7092.0;4166.0;1812.0;1835.0;11234.0;9366.0;1538.0;330.0;189.0;141.0;497.0
769;2017 4e kwartaal;32232.0;32653.0;20929.0;11725.0;5286.0;5707.0;32232.0;26841.0;4441.0;950.0;548.0;403.0;1438.0
770;2017;120766.0;117260.0;76128.0;41132.0;22458.0;18952.0;120766.0;101362.0;15609.0;3795.0;2211.0;1584.0;5414.0
771;2018 januari;11284.0;10837.0;6537.0;4300.0;2023.0;1576.0;11284.0;9416.0;1544.0;324.0;180.0;144.0;506.0
772;2018 februari;10057.0;10354.0;6820.0;3534.0;1711.0;2008.0;10057.0;8444.0;1302.0;311.0;178.0;133.0;480.0
773;2018 maart;10299.0;9766.0;5822.0;3944.0;2071.0;1538.0;10299.0;8976.0;1030.0;293.0;201.0;92.0;495.0
774;2018 1e kwartaal;31640.0;30957.0;19179.0;11778.0;5805.0;5122.0;31640.0;26836.0;3876.0;928.0;559.0;369.0;1481.0
775;2018 april;9259.0;8086.0;4957.0;3129.0;2391.0;1218.0;9259.0;7889.0;1127.0;243.0;156.0;87.0;415.0
776;2018 mei;9470.0;7390.0;4331.0;3059.0;2979.0;899.0;9470.0;8075.0;1174.0;221.0;96.0;125.0;536.0
777;2018 juni;9430.0;7961.0;4876.0;3085.0;2521.0;1052.0;9430.0;7912.0;1280.0;238.0;94.0;144.0;533.0
778;2018 2e kwartaal;28159.0;23437.0;14164.0;9273.0;7891.0;3169.0;28159.0;23876.0;3581.0;702.0;346.0;356.0;1484.0
779;2018 juli;9720.0;8915.0;5337.0;3578.0;2205.0;1400.0;9720.0;8304.0;1149.0;267.0;164.0;103.0;548.0
780;2018 augustus;9549.0;8982.0;5733.0;3249.0;2178.0;1611.0;9549.0;8155.0;1124.0;270.0;162.0;108.0;538.0
781;2018 september;9552.0;9014.0;5572.0;3442.0;2420.0;1882.0;9552.0;7981.0;1300.0;271.0;166.0;105.0;538.0
782;2018 3e kwartaal;28821.0;26911.0;16642.0;10269.0;6803.0;4893.0;28821.0;24440.0;3573.0;808.0;492.0;316.0;1624.0
783;2018 oktober;10332.0;10466.0;6702.0;3764.0;1843.0;1977.0;10332.0;8606.0;1412.0;314.0;202.0;112.0;581.0
784;2018 november;10660.0;10356.0;6629.0;3727.0;2132.0;1828.0;10660.0;8866.0;1483.0;311.0;148.0;163.0;600.0
785;2018 december;11234.0;10776.0;6594.0;4182.0;2281.0;1823.0;11234.0;9313.0;1598.0;323.0;183.0;140.0;633.0
786;2018 4e kwartaal;32226.0;31598.0;19925.0;11673.0;6256.0;5628.0;32226.0;26785.0;4493.0;948.0;533.0;415.0;1814.0
787;2018;120846.0;112903.0;69910.0;42993.0;26755.0;18812.0;120846.0;101937.0;15523.0;3386.0;1930.0;1456.0;6403.0
