ID;Landen;BedrijfstakkenBranchesSBI2008;Perioden;BuitenlandseDochterondernemingen_1;WerkzamePersonenFTE_2;Omzet_3;Personeelskosten_4;Investeringen_5
4930;Barbados;350600;2021;;;;;
4931;Barbados;350600;2022;;;;;
4932;Barbados;351900;2021;;;;;
4933;Barbados;351900;2022;;;;;
4934;Barbados;354200;2021;;;;;
4935;Barbados;354200;2022;;;;;
4936;Barbados;354300;2021;;;;;
4937;Barbados;354300;2022;;;;;
4938;Barbados;356900;2021;;;;;
4939;Barbados;356900;2022;;;;;
4940;Barbados;371600;2021;;;;;
4941;Barbados;371600;2022;;;;;
4942;Barbados;383100;2021;;;;;
4943;Barbados;383100;2022;;;;;
4944;Barbados;383200;2021;;;;;
4945;Barbados;383200;2022;;;;;
4946;Barbados;384900;2021;;;;;
4947;Barbados;384900;2022;;;;;
4948;Barbados;386300;2021;;;;;
4949;Barbados;386300;2022;;;;;
4950;Barbados;386800;2021;;;;;
4951;Barbados;386800;2022;;;;;
4952;Barbados;388400;2021;;;;;
4953;Barbados;388400;2022;;;;;
4954;Barbados;389100;2021;;;;;
4955;Barbados;389100;2022;;;;;
4956;Barbados;389200;2021;;;;;
4957;Barbados;389200;2022;;;;;
4958;Barbados;390500;2021;;;;;
4959;Barbados;390500;2022;;;;;
4960;Barbados;391600;2021;;;;;
4961;Barbados;391600;2022;;;;;
4962;Barbados;391700;2021;;;;;
4963;Barbados;391700;2022;;;;;
4964;Barbados;800021;2021;;;;;
4965;Barbados;800021;2022;;;;;
4966;Barbados;392600;2021;;;;;
4967;Barbados;392600;2022;;;;;
4968;Barbados;393600;2021;;;;;
4969;Barbados;393600;2022;;;;;
4970;Barbados;394100;2021;;;;;
4971;Barbados;394100;2022;;;;;
4972;Barbados;395005;2021;;;;;
4973;Barbados;395005;2022;;;;;
4974;Barbados;395000;2021;;;;;
4975;Barbados;395000;2022;;;;;
4976;Barbados;395600;2021;;;;;
4977;Barbados;395600;2022;;;;;
4978;Barbados;396300;2021;;;;;
4979;Barbados;396300;2022;;;;;
4980;Barbados;396400;2021;;;;;
4981;Barbados;396400;2022;;;;;
4982;Barbados;398700;2021;;;;;
4983;Barbados;398700;2022;;;;;
4984;Barbados;400200;2021;;;;;
4985;Barbados;400200;2022;;;;;
4986;Barbados;402000;2021;;;;;
4987;Barbados;402000;2022;;;;;
4988;Barbados;402100;2021;;;;;
4989;Barbados;402100;2022;;;;;
4990;Barbados;403300;2021;;;;;
4991;Barbados;403300;2022;;;;;
4992;Barbados;403400;2021;;;;;
4993;Barbados;403400;2022;;;;;
4994;Barbados;403405;2021;;;;;
4995;Barbados;403405;2022;;;;;
4996;Barbados;404900;2021;;;;;
4997;Barbados;404900;2022;;;;;
4998;Barbados;405900;2021;;;;;
4999;Barbados;405900;2022;;;;;
5000;Barbados;406800;2021;;;;;
5001;Barbados;406800;2022;;;;;
5002;Barbados;408105;2021;;;;;
5003;Barbados;408105;2022;;;;;
5004;Barbados;408100;2021;;;;;
5005;Barbados;408100;2022;;;;;
5006;Barbados;408700;2021;;;;;
5007;Barbados;408700;2022;;;;;
5008;Barbados;409900;2021;;;;;
5009;Barbados;409900;2022;;;;;
5010;Barbados;410200;2021;;;;;
5011;Barbados;410200;2022;;;;;
5012;Barbados;410300;2021;;;;;
5013;Barbados;410300;2022;;;;;
5014;Barbados;800010;2021;;;;;
5015;Barbados;800010;2022;;;;;
5016;Barbados;412700;2021;;;;;
5017;Barbados;412700;2022;;;;;
5018;Barbados;413700;2021;;;;;
5019;Barbados;413700;2022;;;;;
5020;Barbados;414300;2021;;;;;
5021;Barbados;414300;2022;;;;;
5022;Barbados;415000;2021;;;;;
5023;Barbados;415000;2022;;;;;
5024;Barbados;415900;2021;;;;;
5025;Barbados;415900;2022;;;;;
5026;Barbados;419000;2021;;;;;
5027;Barbados;419000;2022;;;;;
5028;Barbados;419100;2021;;;;;
5029;Barbados;419100;2022;;;;;
5030;Barbados;422400;2021;;;;;
5031;Barbados;422400;2022;;;;;
5032;Barbados;422500;2021;;;;;
5033;Barbados;422500;2022;;;;;
5034;Barbados;425300;2021;;;;;
5035;Barbados;425300;2022;;;;;
5036;Barbados;425305;2021;;;;;
5037;Barbados;425305;2022;;;;;
5038;Barbados;426600;2021;;;;;
5039;Barbados;426600;2022;;;;;
5040;Barbados;428100;2021;;;;;
5041;Barbados;428100;2022;;;;;
5042;Barbados;428200;2021;;;;;
5043;Barbados;428200;2022;;;;;
5044;Barbados;429300;2021;;;;;
5045;Barbados;429300;2022;;;;;
5046;Barbados;430600;2021;;;;;
5047;Barbados;430600;2022;;;;;
5048;Barbados;431100;2021;;;;;
5049;Barbados;431100;2022;;;;;
5050;Barbados;435500;2021;;;;;
5051;Barbados;435500;2022;;;;;
5052;Barbados;435600;2021;;;;;
5053;Barbados;435600;2022;;;;;
5054;Barbados;437500;2021;;;;;
5055;Barbados;437500;2022;;;;;
5056;Barbados;438600;2021;;;;;
5057;Barbados;438600;2022;;;;;
5058;Barbados;441000;2021;;;;;
5059;Barbados;441000;2022;;;;;
5060;België;305700;2021;5.0;;;1.0;1.0
5061;België;305700;2022;7.0;;34.0;;
5062;België;800012;2021;2250.0;101.0;37955.0;5973.0;2573.0
5063;België;800012;2022;2215.0;96.0;44215.0;5951.0;3282.0
5064;België;305800;2021;;;;;
5065;België;305800;2022;;;;;
5066;België;306300;2021;;;;;
5067;België;306300;2022;;;;;
5068;België;307000;2021;;;;;
5069;België;307000;2022;;;;;
5070;België;307500;2021;287.0;13.0;5526.0;913.0;306.0
5071;België;307500;2022;271.0;13.0;7539.0;1014.0;298.0
5072;België;307610;2021;73.0;6.0;2196.0;418.0;243.0
5073;België;307610;2022;74.0;7.0;3258.0;492.0;198.0
5074;België;307600;2021;60.0;5.0;2006.0;354.0;200.0
5075;België;307600;2022;;;;;
5076;België;311300;2021;14.0;1.0;189.0;64.0;43.0
5077;België;311300;2022;;;;;
5078;België;312200;2021;;;;;
5079;België;312200;2022;;;;;
5080;België;312500;2021;;;36.0;7.0;
5081;België;312500;2022;;;;;
5082;België;312505;2021;6.0;;;;
5083;België;312505;2022;;;;;
5084;België;314000;2021;;;;;
5085;België;314000;2022;;;;;
5086;België;315200;2021;;;;;
5087;België;315200;2022;;;;;
5088;België;315810;2021;22.0;1.0;222.0;35.0;5.0
5089;België;315810;2022;8.0;;181.0;20.0;8.0
5090;België;315800;2021;14.0;;112.0;18.0;3.0
5091;België;315800;2022;;;;;
5092;België;317100;2021;;;;;
5093;België;317100;2022;;;;;
5094;België;318600;2021;8.0;;111.0;17.0;3.0
5095;België;318600;2022;;;;;
5096;België;320000;2021;;;;;
5097;België;320000;2022;;;;;
5098;België;320700;2021;10.0;1.0;208.0;59.0;8.0
5099;België;320700;2022;6.0;;168.0;37.0;2.0
5100;België;323200;2021;2.0;;;;
5101;België;323200;2022;9.0;;;;
5102;België;323705;2021;17.0;;107.0;23.0;8.0
5103;België;323705;2022;18.0;1.0;162.0;41.0;18.0
5104;België;323700;2021;;;;;
5105;België;323700;2022;;;;;17.0
5106;België;324600;2021;;;;;
5107;België;324600;2022;;;;;
5108;België;328100;2021;2.0;;107.0;9.0;
5109;België;328100;2022;;;;;
5110;België;328105;2021;44.0;2.0;1016.0;116.0;23.0
5111;België;328105;2022;58.0;2.0;1155.0;124.0;51.0
5112;België;330300;2021;42.0;2.0;909.0;107.0;
5113;België;330300;2022;;;;;
5114;België;332900;2021;4.0;;8.0;3.0;
5115;België;332900;2022;8.0;;24.0;5.0;
5116;België;334800;2021;4.0;1.0;146.0;57.0;
5117;België;334800;2022;;;;;
5118;België;336500;2021;8.0;;91.0;29.0;2.0
5119;België;336500;2022;9.0;1.0;134.0;44.0;6.0
5120;België;339200;2021;;;;;
5121;België;339200;2022;;;;;
5122;België;339205;2021;;1.0;221.0;39.0;
5123;België;339205;2022;;;;;
5124;België;340200;2021;;1.0;221.0;39.0;
5125;België;340200;2022;;;;;
5126;België;341600;2021;14.0;;9.0;4.0;
5127;België;341600;2022;3.0;;;3.0;
5128;België;342400;2021;8.0;1.0;215.0;36.0;
5129;België;342400;2022;17.0;;;20.0;
5130;België;344400;2021;69.0;1.0;252.0;66.0;2.0
5131;België;344400;2022;46.0;1.0;241.0;69.0;1.0
5132;België;346600;2021;34.0;;;2.0;
5133;België;346600;2022;16.0;;;4.0;29.0
5134;België;346700;2021;34.0;;;2.0;
5135;België;346700;2022;16.0;;;4.0;29.0
5136;België;348000;2021;34.0;1.0;216.0;36.0;
5137;België;348000;2022;15.0;;;6.0;
5138;België;348100;2021;;;;;
5139;België;348100;2022;;;;;
5140;België;348400;2021;;;;;
5141;België;348400;2022;;;;;
5142;België;348700;2021;29.0;;;35.0;5.0
5143;België;348700;2022;13.0;;;;
5144;België;349700;2021;;;;;
5145;België;349700;2022;;;;;
5146;België;350000;2021;107.0;3.0;1294.0;227.0;
5147;België;350000;2022;89.0;2.0;958.0;136.0;
5148;België;350100;2021;17.0;2.0;940.0;139.0;27.0
5149;België;350100;2022;30.0;1.0;681.0;76.0;6.0
5150;België;350600;2021;13.0;1.0;241.0;63.0;10.0
5151;België;350600;2022;10.0;1.0;160.0;45.0;8.0
5152;België;351900;2021;77.0;;113.0;26.0;
5153;België;351900;2022;49.0;;118.0;;
5154;België;354200;2021;671.0;37.0;17023.0;1804.0;1021.0
5155;België;354200;2022;796.0;37.0;23698.0;2199.0;1752.0
5156;België;354300;2021;21.0;1.0;1131.0;61.0;
5157;België;354300;2022;35.0;3.0;;130.0;
5158;België;356900;2021;426.0;7.0;6089.0;483.0;
5159;België;356900;2022;507.0;7.0;;531.0;
5160;België;371600;2021;224.0;29.0;9804.0;1261.0;389.0
5161;België;371600;2022;255.0;27.0;9955.0;1538.0;1302.0
5162;België;383100;2021;192.0;5.0;1658.0;468.0;177.0
5163;België;383100;2022;194.0;4.0;1409.0;305.0;234.0
5164;België;383200;2021;55.0;1.0;195.0;73.0;
5165;België;383200;2022;32.0;1.0;198.0;76.0;
5166;België;384900;2021;13.0;;116.0;16.0;
5167;België;384900;2022;11.0;;;18.0;
5168;België;386300;2021;5.0;;21.0;3.0;
5169;België;386300;2022;7.0;;;5.0;
5170;België;386800;2021;111.0;2.0;1111.0;357.0;
5171;België;386800;2022;;;;;
5172;België;388400;2021;8.0;;216.0;19.0;
5173;België;388400;2022;;;;;
5174;België;389100;2021;44.0;1.0;;;9.0
5175;België;389100;2022;27.0;1.0;107.0;37.0;
5176;België;389200;2021;12.0;;38.0;;6.0
5177;België;389200;2022;24.0;1.0;79.0;19.0;14.0
5178;België;390500;2021;32.0;1.0;;16.0;3.0
5179;België;390500;2022;3.0;1.0;28.0;18.0;
5180;België;391600;2021;152.0;4.0;1193.0;333.0;34.0
5181;België;391600;2022;180.0;4.0;847.0;317.0;65.0
5182;België;391700;2021;19.0;1.0;178.0;113.0;
5183;België;391700;2022;25.0;;149.0;;
5184;België;800021;2021;9.0;;27.0;5.0;
5185;België;800021;2022;;;;;
5186;België;392600;2021;;;;;
5187;België;392600;2022;;;;;
5188;België;393600;2021;;;;;
5189;België;393600;2022;;;;;
5190;België;394100;2021;13.0;;485.0;2.0;
5191;België;394100;2022;;;;;
5192;België;395005;2021;110.0;3.0;504.0;212.0;6.0
5193;België;395005;2022;117.0;3.0;643.0;221.0;
5194;België;395000;2021;109.0;3.0;504.0;212.0;6.0
5195;België;395000;2022;104.0;;640.0;220.0;
5196;België;395600;2021;1.0;;;;
5197;België;395600;2022;13.0;;3.0;1.0;
5198;België;396300;2021;33.0;10.0;4967.0;785.0;147.0
5199;België;396300;2022;69.0;9.0;4011.0;716.0;98.0
5200;België;396400;2021;8.0;9.0;;636.0;137.0
5201;België;396400;2022;26.0;;;;
5202;België;398700;2021;4.0;1.0;;123.0;
5203;België;398700;2022;;;;;
5204;België;400200;2021;21.0;;131.0;26.0;
5205;België;400200;2022;38.0;;17.0;8.0;
5206;België;402000;2021;94.0;;195.0;4.0;171.0
5207;België;402000;2022;94.0;;181.0;11.0;186.0
5208;België;402100;2021;94.0;;195.0;4.0;171.0
5209;België;402100;2022;94.0;;181.0;11.0;186.0
5210;België;403300;2021;188.0;4.0;1049.0;444.0;10.0
5211;België;403300;2022;161.0;6.0;788.0;363.0;23.0
5212;België;403400;2021;35.0;;26.0;12.0;
5213;België;403400;2022;17.0;;;6.0;
5214;België;403405;2021;137.0;3.0;345.0;193.0;6.0
5215;België;403405;2022;131.0;5.0;646.0;271.0;11.0
5216;België;404900;2021;67.0;;20.0;19.0;
5217;België;404900;2022;57.0;1.0;155.0;39.0;1.0
5218;België;405900;2021;35.0;3.0;299.0;162.0;5.0
5219;België;405900;2022;57.0;4.0;436.0;226.0;9.0
5220;België;406800;2021;15.0;1.0;;245.0;4.0
5221;België;406800;2022;13.0;1.0;;59.0;
5222;België;408105;2021;35.0;;;6.0;
5223;België;408105;2022;16.0;1.0;101.0;32.0;
5224;België;408100;2021;25.0;;;;
5225;België;408100;2022;;;29.0;;
5226;België;408700;2021;;;11.0;4.0;
5227;België;408700;2022;;;;;
5228;België;409900;2021;;;;;
5229;België;409900;2022;;;;;
5230;België;410200;2021;372.0;21.0;4353.0;902.0;575.0
5231;België;410200;2022;233.0;18.0;3775.0;778.0;499.0
5232;België;410300;2021;66.0;1.0;951.0;97.0;555.0
5233;België;410300;2022;39.0;1.0;784.0;76.0;459.0
5234;België;800010;2021;306.0;20.0;3402.0;805.0;20.0
5235;België;800010;2022;195.0;17.0;2991.0;702.0;40.0
5236;België;412700;2021;76.0;5.0;2143.0;311.0;
5237;België;412700;2022;59.0;6.0;1984.0;319.0;4.0
5238;België;413700;2021;14.0;;56.0;;
5239;België;413700;2022;;;20.0;;
5240;België;414300;2021;2.0;;15.0;;
5241;België;414300;2022;;;;;
5242;België;415000;2021;42.0;5.0;243.0;134.0;
5243;België;415000;2022;28.0;;223.0;119.0;21.0
5244;België;415900;2021;172.0;9.0;945.0;333.0;12.0
5245;België;415900;2022;101.0;6.0;746.0;235.0;14.0
5246;België;419000;2021;;;3.0;1.0;
5247;België;419000;2022;;;;;
5248;België;419100;2021;;;3.0;1.0;
5249;België;419100;2022;;;;;
5250;België;422400;2021;8.0;;59.0;4.0;
5251;België;422400;2022;23.0;;;12.0;
5252;België;422500;2021;8.0;;59.0;4.0;
5253;België;422500;2022;23.0;;;12.0;
5254;België;425300;2021;;;;;
5255;België;425300;2022;;;;;
5256;België;425305;2021;;;;;
5257;België;425305;2022;;;;;
5258;België;426600;2021;;;;;
5259;België;426600;2022;;;;;
5260;België;428100;2021;15.0;1.0;93.0;20.0;
5261;België;428100;2022;31.0;;;;
5262;België;428200;2021;;;;;
5263;België;428200;2022;;;;;
5264;België;429300;2021;;;;;
5265;België;429300;2022;;;;;
5266;België;430600;2021;;;;;
5267;België;430600;2022;;;;;
5268;België;431100;2021;;;;;
5269;België;431100;2022;;;;;
5270;België;435500;2021;;;;;
5271;België;435500;2022;;;;;
5272;België;435600;2021;;;;;
5273;België;435600;2022;;;;;
5274;België;437500;2021;;;;;
5275;België;437500;2022;;;;;
5276;België;438600;2021;;;;;
5277;België;438600;2022;;;;;
5278;België;441000;2021;;;;;
5279;België;441000;2022;;;;;
5280;Belize;305700;2021;;;;;
5281;Belize;305700;2022;;;;;
5282;Belize;800012;2021;;;;;
5283;Belize;800012;2022;;;;;
5284;Belize;305800;2021;;;;;
5285;Belize;305800;2022;;;;;
5286;Belize;306300;2021;;;;;
5287;Belize;306300;2022;;;;;
5288;Belize;307000;2021;;;;;
5289;Belize;307000;2022;;;;;
5290;Belize;307500;2021;;;;;
5291;Belize;307500;2022;;;;;
5292;Belize;307610;2021;;;;;
5293;Belize;307610;2022;;;;;
5294;Belize;307600;2021;;;;;
5295;Belize;307600;2022;;;;;
5296;Belize;311300;2021;;;;;
5297;Belize;311300;2022;;;;;
5298;Belize;312200;2021;;;;;
5299;Belize;312200;2022;;;;;
5300;Belize;312500;2021;;;;;
5301;Belize;312500;2022;;;;;
5302;Belize;312505;2021;;;;;
5303;Belize;312505;2022;;;;;
5304;Belize;314000;2021;;;;;
5305;Belize;314000;2022;;;;;
5306;Belize;315200;2021;;;;;
5307;Belize;315200;2022;;;;;
5308;Belize;315810;2021;;;;;
5309;Belize;315810;2022;;;;;
5310;Belize;315800;2021;;;;;
5311;Belize;315800;2022;;;;;
5312;Belize;317100;2021;;;;;
5313;Belize;317100;2022;;;;;
5314;Belize;318600;2021;;;;;
5315;Belize;318600;2022;;;;;
5316;Belize;320000;2021;;;;;
5317;Belize;320000;2022;;;;;
5318;Belize;320700;2021;;;;;
5319;Belize;320700;2022;;;;;
5320;Belize;323200;2021;;;;;
5321;Belize;323200;2022;;;;;
5322;Belize;323705;2021;;;;;
5323;Belize;323705;2022;;;;;
5324;Belize;323700;2021;;;;;
5325;Belize;323700;2022;;;;;
5326;Belize;324600;2021;;;;;
5327;Belize;324600;2022;;;;;
5328;Belize;328100;2021;;;;;
5329;Belize;328100;2022;;;;;
5330;Belize;328105;2021;;;;;
5331;Belize;328105;2022;;;;;
5332;Belize;330300;2021;;;;;
5333;Belize;330300;2022;;;;;
5334;Belize;332900;2021;;;;;
5335;Belize;332900;2022;;;;;
5336;Belize;334800;2021;;;;;
5337;Belize;334800;2022;;;;;
5338;Belize;336500;2021;;;;;
5339;Belize;336500;2022;;;;;
5340;Belize;339200;2021;;;;;
5341;Belize;339200;2022;;;;;
5342;Belize;339205;2021;;;;;
5343;Belize;339205;2022;;;;;
5344;Belize;340200;2021;;;;;
5345;Belize;340200;2022;;;;;
5346;Belize;341600;2021;;;;;
5347;Belize;341600;2022;;;;;
5348;Belize;342400;2021;;;;;
5349;Belize;342400;2022;;;;;
5350;Belize;344400;2021;;;;;
5351;Belize;344400;2022;;;;;
5352;Belize;346600;2021;;;;;
5353;Belize;346600;2022;;;;;
5354;Belize;346700;2021;;;;;
5355;Belize;346700;2022;;;;;
5356;Belize;348000;2021;;;;;
5357;Belize;348000;2022;;;;;
5358;Belize;348100;2021;;;;;
5359;Belize;348100;2022;;;;;
5360;Belize;348400;2021;;;;;
5361;Belize;348400;2022;;;;;
5362;Belize;348700;2021;;;;;
5363;Belize;348700;2022;;;;;
5364;Belize;349700;2021;;;;;
5365;Belize;349700;2022;;;;;
5366;Belize;350000;2021;;;;;
5367;Belize;350000;2022;;;;;
5368;Belize;350100;2021;;;;;
5369;Belize;350100;2022;;;;;
5370;Belize;350600;2021;;;;;
5371;Belize;350600;2022;;;;;
5372;Belize;351900;2021;;;;;
5373;Belize;351900;2022;;;;;
5374;Belize;354200;2021;;;;;
5375;Belize;354200;2022;;;;;
5376;Belize;354300;2021;;;;;
5377;Belize;354300;2022;;;;;
5378;Belize;356900;2021;;;;;
5379;Belize;356900;2022;;;;;
5380;Belize;371600;2021;;;;;
5381;Belize;371600;2022;;;;;
5382;Belize;383100;2021;;;;;
5383;Belize;383100;2022;;;;;
5384;Belize;383200;2021;;;;;
5385;Belize;383200;2022;;;;;
5386;Belize;384900;2021;;;;;
5387;Belize;384900;2022;;;;;
5388;Belize;386300;2021;;;;;
5389;Belize;386300;2022;;;;;
5390;Belize;386800;2021;;;;;
5391;Belize;386800;2022;;;;;
5392;Belize;388400;2021;;;;;
5393;Belize;388400;2022;;;;;
5394;Belize;389100;2021;;;;;
5395;Belize;389100;2022;;;;;
5396;Belize;389200;2021;;;;;
5397;Belize;389200;2022;;;;;
5398;Belize;390500;2021;;;;;
5399;Belize;390500;2022;;;;;
5400;Belize;391600;2021;;;;;
5401;Belize;391600;2022;;;;;
5402;Belize;391700;2021;;;;;
5403;Belize;391700;2022;;;;;
5404;Belize;800021;2021;;;;;
5405;Belize;800021;2022;;;;;
5406;Belize;392600;2021;;;;;
5407;Belize;392600;2022;;;;;
5408;Belize;393600;2021;;;;;
5409;Belize;393600;2022;;;;;
5410;Belize;394100;2021;;;;;
5411;Belize;394100;2022;;;;;
5412;Belize;395005;2021;;;;;
5413;Belize;395005;2022;;;;;
5414;Belize;395000;2021;;;;;
5415;Belize;395000;2022;;;;;
5416;Belize;395600;2021;;;;;
5417;Belize;395600;2022;;;;;
5418;Belize;396300;2021;;;;;
5419;Belize;396300;2022;;;;;
5420;Belize;396400;2021;;;;;
5421;Belize;396400;2022;;;;;
5422;Belize;398700;2021;;;;;
5423;Belize;398700;2022;;;;;
5424;Belize;400200;2021;;;;;
5425;Belize;400200;2022;;;;;
5426;Belize;402000;2021;;;;;
5427;Belize;402000;2022;;;;;
5428;Belize;402100;2021;;;;;
5429;Belize;402100;2022;;;;;
5430;Belize;403300;2021;;;;;
5431;Belize;403300;2022;;;;;
5432;Belize;403400;2021;;;;;
5433;Belize;403400;2022;;;;;
5434;Belize;403405;2021;;;;;
5435;Belize;403405;2022;;;;;
5436;Belize;404900;2021;;;;;
5437;Belize;404900;2022;;;;;
5438;Belize;405900;2021;;;;;
5439;Belize;405900;2022;;;;;
5440;Belize;406800;2021;;;;;
5441;Belize;406800;2022;;;;;
5442;Belize;408105;2021;;;;;
5443;Belize;408105;2022;;;;;
5444;Belize;408100;2021;;;;;
5445;Belize;408100;2022;;;;;
5446;Belize;408700;2021;;;;;
5447;Belize;408700;2022;;;;;
5448;Belize;409900;2021;;;;;
5449;Belize;409900;2022;;;;;
5450;Belize;410200;2021;;;;;
5451;Belize;410200;2022;;;;;
5452;Belize;410300;2021;;;;;
5453;Belize;410300;2022;;;;;
5454;Belize;800010;2021;;;;;
5455;Belize;800010;2022;;;;;
5456;Belize;412700;2021;;;;;
5457;Belize;412700;2022;;;;;
5458;Belize;413700;2021;;;;;
5459;Belize;413700;2022;;;;;
5460;Belize;414300;2021;;;;;
5461;Belize;414300;2022;;;;;
5462;Belize;415000;2021;;;;;
5463;Belize;415000;2022;;;;;
5464;Belize;415900;2021;;;;;
5465;Belize;415900;2022;;;;;
5466;Belize;419000;2021;;;;;
5467;Belize;419000;2022;;;;;
5468;Belize;419100;2021;;;;;
5469;Belize;419100;2022;;;;;
5470;Belize;422400;2021;;;;;
5471;Belize;422400;2022;;;;;
5472;Belize;422500;2021;;;;;
5473;Belize;422500;2022;;;;;
5474;Belize;425300;2021;;;;;
5475;Belize;425300;2022;;;;;
5476;Belize;425305;2021;;;;;
5477;Belize;425305;2022;;;;;
5478;Belize;426600;2021;;;;;
5479;Belize;426600;2022;;;;;
5480;Belize;428100;2021;;;;;
5481;Belize;428100;2022;;;;;
5482;Belize;428200;2021;;;;;
5483;Belize;428200;2022;;;;;
5484;Belize;429300;2021;;;;;
5485;Belize;429300;2022;;;;;
5486;Belize;430600;2021;;;;;
5487;Belize;430600;2022;;;;;
5488;Belize;431100;2021;;;;;
5489;Belize;431100;2022;;;;;
5490;Belize;435500;2021;;;;;
5491;Belize;435500;2022;;;;;
5492;Belize;435600;2021;;;;;
5493;Belize;435600;2022;;;;;
5494;Belize;437500;2021;;;;;
5495;Belize;437500;2022;;;;;
5496;Belize;438600;2021;;;;;
5497;Belize;438600;2022;;;;;
5498;Belize;441000;2021;;;;;
5499;Belize;441000;2022;;;;;
5500;Benin;305700;2021;;;;;
5501;Benin;305700;2022;;;;;
5502;Benin;800012;2021;5.0;1.0;50.0;2.0;1.0
5503;Benin;800012;2022;4.0;;70.0;;
5504;Benin;305800;2021;;;;;
5505;Benin;305800;2022;;;;;
5506;Benin;306300;2021;;;;;
5507;Benin;306300;2022;;;;;
5508;Benin;307000;2021;;;;;
5509;Benin;307000;2022;;;;;
5510;Benin;307500;2021;;;;;
5511;Benin;307500;2022;;;;;
5512;Benin;307610;2021;;;;;
5513;Benin;307610;2022;;;;;
5514;Benin;307600;2021;;;;;
5515;Benin;307600;2022;;;;;
5516;Benin;311300;2021;;;;;
5517;Benin;311300;2022;;;;;
5518;Benin;312200;2021;;;;;
5519;Benin;312200;2022;;;;;
5520;Benin;312500;2021;;;;;
5521;Benin;312500;2022;;;;;
5522;Benin;312505;2021;;;;;
5523;Benin;312505;2022;;;;;
5524;Benin;314000;2021;;;;;
5525;Benin;314000;2022;;;;;
5526;Benin;315200;2021;;;;;
5527;Benin;315200;2022;;;;;
5528;Benin;315810;2021;;;;;
5529;Benin;315810;2022;;;;;
5530;Benin;315800;2021;;;;;
5531;Benin;315800;2022;;;;;
5532;Benin;317100;2021;;;;;
5533;Benin;317100;2022;;;;;
5534;Benin;318600;2021;;;;;
5535;Benin;318600;2022;;;;;
5536;Benin;320000;2021;;;;;
5537;Benin;320000;2022;;;;;
5538;Benin;320700;2021;;;;;
5539;Benin;320700;2022;;;;;
5540;Benin;323200;2021;;;;;
5541;Benin;323200;2022;;;;;
5542;Benin;323705;2021;;;;;
5543;Benin;323705;2022;;;;;
5544;Benin;323700;2021;;;;;
5545;Benin;323700;2022;;;;;
5546;Benin;324600;2021;;;;;
5547;Benin;324600;2022;;;;;
5548;Benin;328100;2021;;;;;
5549;Benin;328100;2022;;;;;
5550;Benin;328105;2021;;;;;
5551;Benin;328105;2022;;;;;
5552;Benin;330300;2021;;;;;
5553;Benin;330300;2022;;;;;
5554;Benin;332900;2021;;;;;
5555;Benin;332900;2022;;;;;
5556;Benin;334800;2021;;;;;
5557;Benin;334800;2022;;;;;
5558;Benin;336500;2021;;;;;
5559;Benin;336500;2022;;;;;
5560;Benin;339200;2021;;;;;
5561;Benin;339200;2022;;;;;
5562;Benin;339205;2021;;;;;
5563;Benin;339205;2022;;;;;
5564;Benin;340200;2021;;;;;
5565;Benin;340200;2022;;;;;
5566;Benin;341600;2021;;;;;
5567;Benin;341600;2022;;;;;
5568;Benin;342400;2021;;;;;
5569;Benin;342400;2022;;;;;
5570;Benin;344400;2021;;;;;
5571;Benin;344400;2022;;;;;
5572;Benin;346600;2021;;;;;
5573;Benin;346600;2022;;;;;
5574;Benin;346700;2021;;;;;
5575;Benin;346700;2022;;;;;
5576;Benin;348000;2021;;;;;
5577;Benin;348000;2022;;;;;
5578;Benin;348100;2021;;;;;
5579;Benin;348100;2022;;;;;
5580;Benin;348400;2021;;;;;
5581;Benin;348400;2022;;;;;
5582;Benin;348700;2021;;;;;
5583;Benin;348700;2022;;;;;
5584;Benin;349700;2021;;;;;
5585;Benin;349700;2022;;;;;
5586;Benin;350000;2021;;;;;
5587;Benin;350000;2022;;;;;
5588;Benin;350100;2021;;;;;
5589;Benin;350100;2022;;;;;
5590;Benin;350600;2021;;;;;
5591;Benin;350600;2022;;;;;
5592;Benin;351900;2021;;;;;
5593;Benin;351900;2022;;;;;
5594;Benin;354200;2021;;;;;
5595;Benin;354200;2022;;;;;
5596;Benin;354300;2021;;;;;
5597;Benin;354300;2022;;;;;
5598;Benin;356900;2021;;;;;
5599;Benin;356900;2022;;;;;
5600;Benin;371600;2021;;;;;
5601;Benin;371600;2022;;;;;
5602;Benin;383100;2021;;;;;
5603;Benin;383100;2022;;;;;
5604;Benin;383200;2021;;;;;
5605;Benin;383200;2022;;;;;
5606;Benin;384900;2021;;;;;
5607;Benin;384900;2022;;;;;
5608;Benin;386300;2021;;;;;
5609;Benin;386300;2022;;;;;
5610;Benin;386800;2021;;;;;
5611;Benin;386800;2022;;;;;
5612;Benin;388400;2021;;;;;
5613;Benin;388400;2022;;;;;
5614;Benin;389100;2021;;;;;
5615;Benin;389100;2022;;;;;
5616;Benin;389200;2021;;;;;
5617;Benin;389200;2022;;;;;
5618;Benin;390500;2021;;;;;
5619;Benin;390500;2022;;;;;
5620;Benin;391600;2021;;;;;
5621;Benin;391600;2022;;;;;
5622;Benin;391700;2021;;;;;
5623;Benin;391700;2022;;;;;
5624;Benin;800021;2021;;;;;
5625;Benin;800021;2022;;;;;
5626;Benin;392600;2021;;;;;
5627;Benin;392600;2022;;;;;
5628;Benin;393600;2021;;;;;
5629;Benin;393600;2022;;;;;
